"";"area_code";"area";"item_code";"item";"year";"total_supply";"exports";"feed";"food";"imports";"losses";"other";"processing";"production";"seed";"stock_withdrawal";"stock_addition";"balancing";"unspecified"
"318381";89;"Guatemala";2591;"Groundnut Cake";2013;6256;0;6256;0;6077;0;0;0;179;0;0;0;0;NA
"318434";89;"Guatemala";2592;"Sunflowerseed Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"318487";89;"Guatemala";2593;"Rape and Mustard Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"318540";89;"Guatemala";2594;"Cottonseed Cake";2013;63;0;63;0;0;0;0;0;63;0;0;0;0;NA
"318593";89;"Guatemala";2595;"Palmkernel Cake";2013;38000;1179;36821;0;0;0;0;0;38000;0;0;0;0;NA
"318646";89;"Guatemala";2596;"Copra Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"318699";89;"Guatemala";2597;"Sesameseed Cake";2013;5625;0;5625;0;0;0;0;0;5625;0;0;0;0;NA
"318752";89;"Guatemala";2598;"Oilseed Cakes, Other";2013;198;196;2;0;5;0;0;0;193;0;0;0;0;NA
"318805";89;"Guatemala";2601;"Tomatoes and products";2013;349157;73533;0;227507;28856;48117;0;0;320301;0;0;0;0;NA
"318863";89;"Guatemala";2602;"Onions";2013;162969;33989;0;112728;27728;16252;0;0;135241;0;0;0;0;NA
"318921";89;"Guatemala";2605;"Vegetables, Other";2013;1302811;714841;0;538690;33772;49214;0;0;1269039;66;0;0;0;NA
"318979";89;"Guatemala";2611;"Oranges, Mandarines";2013;253850;6515;0;247335;93716;0;0;0;160134;0;0;0;0;NA
"319037";89;"Guatemala";2612;"Lemons, Limes and products";2013;120894;7479;0;113415;32;0;0;0;120862;0;0;0;0;NA
"319095";89;"Guatemala";2613;"Grapefruit and products";2013;601;7;0;594;601;0;0;0;0;0;0;0;0;NA
"319148";89;"Guatemala";2614;"Citrus, Other";2013;106628;87911;0;8067;35628;10650;0;0;71000;0;0;0;0;NA
"319201";89;"Guatemala";2615;"Bananas";2013;3199441;1956975;233000;81544;11391;927922;0;0;3188050;0;0;0;0;NA
"319259";89;"Guatemala";2616;"Plantains";2013;197798;145633;9000;42800;686;365;0;0;197112;0;0;0;0;NA
"319317";89;"Guatemala";2617;"Apples and products";2013;50347;24240;0;21770;28366;3537;0;800;21981;0;0;0;0;NA
"319375";89;"Guatemala";2618;"Pineapples and products";2013;280594;103601;0;128262;37024;48731;0;0;243570;0;0;0;0;NA
"319433";89;"Guatemala";2619;"Dates";2013;102;0;0;102;102;0;0;0;0;0;0;0;0;NA
"319486";89;"Guatemala";2620;"Grapes and products (excl wine)";2013;32128;354;0;30412;13628;1362;0;0;18500;0;0;0;0;NA
"319544";89;"Guatemala";2625;"Fruits, Other";2013;443254;158020;0;253550;41557;35284;0;0;401697;0;3600;-3600;0;NA
"319602";89;"Guatemala";2630;"Coffee and products";2013;266773;218147;0;47476;13587;1150;0;0;253186;0;0;0;0;NA
"319660";89;"Guatemala";2633;"Cocoa Beans and products";2013;20572;2605;0;17967;7445;0;0;0;13127;0;0;0;0;NA
"319718";89;"Guatemala";2635;"Tea (including mate)";2013;2169;511;0;1658;1659;0;0;0;510;0;0;0;0;NA
"319776";89;"Guatemala";2640;"Pepper";2013;886;841;0;45;226;0;0;0;660;0;0;0;0;NA
"319834";89;"Guatemala";2641;"Pimento";2013;1334;529;0;805;1334;0;0;0;0;0;0;0;0;NA
"319887";89;"Guatemala";2642;"Cloves";2013;116;52;0;64;116;0;0;0;0;0;0;0;0;NA
"319940";89;"Guatemala";2645;"Spices, Other";2013;41733;38647;0;3086;1216;0;0;0;40517;0;0;0;0;NA
"319998";89;"Guatemala";2655;"Wine";2013;3921;340;0;3581;3921;0;0;0;0;0;0;0;0;NA
"320051";89;"Guatemala";2656;"Beer";2013;185339;16070;0;169269;15339;0;0;0;170000;0;0;0;0;NA
"320105";89;"Guatemala";2657;"Beverages, Fermented";2013;1236;293;0;943;596;0;0;0;640;0;0;0;0;NA
"320158";89;"Guatemala";2658;"Beverages, Alcoholic";2013;54224;14590;0;26634;3724;0;13000;0;50500;0;0;0;0;NA
"320211";89;"Guatemala";2659;"Alcohol, Non-Food";2013;268529;188251;0;0;95;0;80278;0;268434;0;0;0;0;NA
"320267";89;"Guatemala";2661;"Cotton lint";2013;24720;42;0;0;23930;0;24678;0;790;0;0;0;0;NA
"320321";89;"Guatemala";2662;"Jute";2013;3;0;0;0;3;0;3;0;0;0;0;0;0;NA
"320374";89;"Guatemala";2663;"Jute-Like Fibres";2013;275;0;0;0;0;0;275;0;275;0;0;0;0;NA
"320427";89;"Guatemala";2664;"Soft-Fibres, Other";2013;1;0;0;0;1;0;1;0;0;0;0;0;0;NA
"320480";89;"Guatemala";2665;"Sisal";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"320533";89;"Guatemala";2667;"Hard Fibres, Other";2013;471;1;0;0;356;0;470;0;115;0;0;0;0;NA
"320591";89;"Guatemala";2671;"Tobacco";2013;26922;17378;0;0;2422;1266;8278;0;24500;0;0;0;0;NA
"320649";89;"Guatemala";2672;"Rubber";2013;108870;88275;0;0;3570;0;20595;0;105300;0;0;0;0;NA
"320707";89;"Guatemala";2731;"Bovine Meat";2013;90396;3738;0;86658;6996;0;0;0;83400;0;0;0;0;NA
"320765";89;"Guatemala";2732;"Mutton & Goat Meat";2013;3520;0;0;3520;25;0;0;0;3495;0;0;0;0;NA
"320823";89;"Guatemala";2733;"Pigmeat";2013;87666;12671;0;74995;26166;0;0;0;61500;0;0;0;0;NA
"320881";89;"Guatemala";2734;"Poultry Meat";2013;281347;7766;0;254373;89039;19208;0;0;192308;0;0;0;0;NA
"320939";89;"Guatemala";2735;"Meat, Other";2013;4098;9;0;4089;1578;0;0;0;2520;0;0;0;0;NA
"320997";89;"Guatemala";2736;"Offals, Edible";2013;15673;93;0;15526;502;0;54;0;15171;0;0;0;0;NA
"321050";89;"Guatemala";2737;"Fats, Animals, Raw";2013;46102;13168;0;13256;23111;0;19678;0;22991;0;0;0;0;NA
"321103";89;"Guatemala";2740;"Butter, Ghee";2013;3490;12;0;3370;2040;108;0;0;1450;0;0;0;0;NA
"321156";89;"Guatemala";2744;"Eggs";2013;239569;27;0;226060;1055;4782;0;0;238514;8700;0;0;0;NA
"321209";89;"Guatemala";2745;"Honey";2013;3650;3017;0;633;0;0;0;0;3650;0;0;0;0;NA
"321262";89;"Guatemala";2746;"Wool (Clean Eq.)";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"321315";89;"Guatemala";2747;"Silk";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"321368";89;"Guatemala";2748;"Hides and skins";2013;15284;13796;0;0;2681;614;874;0;12603;0;0;0;0;NA
"321421";89;"Guatemala";2749;"Meat Meal";2013;6107;47;6060;0;6107;0;0;0;0;0;0;0;0;NA
"321474";89;"Guatemala";2805;"Rice (Milled Equivalent)";2013;90469;1187;0;87591;69091;707;303;0;21378;680;0;0;1;NA
"321532";89;"Guatemala";2818;"Sugar, Refined Equiv";2013;2549898;1811686;1702;674240;16948;0;140000;8000;2532950;0;85730;-85730;0;NA
"321586";89;"Guatemala";2848;"Milk - Excluding Butter";2013;727638;6761;0;720737;228393;0;140;0;499245;0;0;0;0;NA
"321639";89;"Guatemala";2960;"Fish, Seafood";2013;88449;55432;16970;20030;47278;0;17;0;41171;0;4000;-4000;0;NA
"321692";90;"Guinea";254;"Oil, palm fruit";2013;830000;NA;NA;NA;NA;NA;NA;830000;830000;NA;NA;NA;0;0
"321728";90;"Guinea";328;"Seed cotton";2013;42000;NA;NA;NA;NA;NA;NA;42000;42000;NA;NA;NA;0;0
"321786";90;"Guinea";866;"Cattle";2013;620100;20000;NA;NA;6400;NA;NA;600100;613700;NA;NA;NA;0;NA
"321845";90;"Guinea";976;"Sheep";2013;567100;7000;NA;NA;5100;NA;NA;560100;562000;NA;NA;NA;0;NA
"321904";90;"Guinea";1016;"Goats";2013;730100;4000;NA;NA;3100;NA;NA;726100;727000;NA;NA;NA;0;NA
"321963";90;"Guinea";1034;"Pigs";2013;62000;NA;NA;NA;3;NA;NA;62000;61997;NA;NA;NA;0;NA
"321988";90;"Guinea";1096;"Horses";2013;0;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA
"322050";90;"Guinea";2029;"Poultry Birds";2013;7160000;0;NA;NA;703000;NA;NA;7160000;6457000;NA;NA;NA;0;NA
"322109";90;"Guinea";2511;"Wheat and products";2013;259954;4000;0;217818;259954;4790;0;0;0;0;-33346;33346;0;NA
"322162";90;"Guinea";2513;"Barley and products";2013;5533;0;0;0;5533;0;0;5533;0;0;0;0;0;NA
"322215";90;"Guinea";2514;"Maize and products";2013;674007;0;418603;104200;1763;136740;4;0;672244;14460;0;0;0;NA
"322273";90;"Guinea";2516;"Oats";2013;58;0;0;0;58;0;0;0;0;0;0;0;58;NA
"322326";90;"Guinea";2517;"Millet and products";2013;214147;0;154868;8330;0;42999;0;0;214147;7950;0;0;0;NA
"322384";90;"Guinea";2518;"Sorghum and products";2013;40790;0;26932;4606;0;8252;0;0;40790;1000;0;0;0;NA
"322442";90;"Guinea";2520;"Cereals, Other";2013;450865;4;45084;107822;26;47284;243840;0;450839;6831;0;0;0;NA
"322500";90;"Guinea";2531;"Potatoes and products";2013;87032;0;0;82685;511;4347;0;0;86521;0;0;0;0;NA
"322558";90;"Guinea";2532;"Cassava and products";2013;1218925;93;516;1093407;0;124908;0;0;1218925;0;0;0;1;NA
"322616";90;"Guinea";2533;"Sweet potatoes";2013;219520;0;0;186592;0;32928;0;0;219520;0;0;0;0;NA
"322674";90;"Guinea";2534;"Roots, Other";2013;100011;0;0;80009;0;10001;0;0;100011;10001;0;0;0;NA
"322732";90;"Guinea";2535;"Yams";2013;130780;0;0;111163;0;19617;0;0;130780;0;0;0;0;NA
"322790";90;"Guinea";2536;"Sugar cane";2013;3e+05;0;0;0;0;15000;21000;255000;3e+05;9000;0;0;0;NA
"322848";90;"Guinea";2543;"Sweeteners, Other";2013;9824;4;0;9820;9824;0;0;0;0;0;0;0;0;NA
"322901";90;"Guinea";2544;"Molasses";2013;12750;0;0;0;0;0;12750;0;12750;0;0;0;0;NA
"322955";90;"Guinea";2546;"Beans";2013;7;0;0;7;7;0;0;0;0;0;0;0;0;NA
"323008";90;"Guinea";2547;"Peas";2013;391;0;0;391;391;0;0;0;0;0;0;0;0;NA
"323061";90;"Guinea";2549;"Pulses, Other and products";2013;56036;0;0;48832;36;4481;0;0;56000;2722;0;0;1;NA
"323119";90;"Guinea";2551;"Nuts and products";2013;34256;32305;0;1934;256;0;0;17;34000;0;0;0;0;NA
"323177";90;"Guinea";2555;"Soyabeans";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"323230";90;"Guinea";2556;"Groundnuts (Shelled Eq)";2013;254120;0;0;46778;0;12706;0;187111;254120;7525;0;0;0;NA
"323288";90;"Guinea";2558;"Rape and Mustardseed";2013;428;0;0;428;428;0;0;0;0;0;0;0;0;NA
"323341";90;"Guinea";2559;"Cottonseed";2013;22000;0;0;0;0;0;19394;0;22000;2606;0;0;0;NA
"323395";90;"Guinea";2560;"Coconuts - Incl Copra";2013;49955;0;0;24978;0;0;0;24977;49955;0;0;0;0;NA
"323453";90;"Guinea";2561;"Sesame seed";2013;500;474;0;0;0;0;0;0;500;26;0;0;0;NA
"323511";90;"Guinea";2562;"Palm kernels";2013;53000;0;0;0;0;0;42400;10600;53000;0;0;0;0;NA
"323565";90;"Guinea";2563;"Olives (including preserved)";2013;15;0;0;15;15;0;0;0;0;0;0;0;0;NA
"323618";90;"Guinea";2570;"Oilcrops, Other";2013;187;0;186;1;187;0;0;0;0;0;0;0;0;NA
"323671";90;"Guinea";2571;"Soyabean Oil";2013;3650;0;0;3650;3650;0;0;0;0;0;0;0;0;NA
"323724";90;"Guinea";2572;"Groundnut Oil";2013;84200;0;0;84200;0;0;0;0;84200;0;0;0;0;NA
"323778";90;"Guinea";2573;"Sunflowerseed Oil";2013;46;0;0;46;46;0;0;0;0;0;0;0;0;NA
"323831";90;"Guinea";2574;"Rape and Mustard Oil";2013;20;0;0;20;20;0;0;0;0;0;0;0;0;NA
"323884";90;"Guinea";2576;"Palmkernel Oil";2013;4876;48;0;4828;0;0;0;0;4876;0;0;0;0;NA
"323938";90;"Guinea";2577;"Palm Oil";2013;126413;974;0;74016;76413;0;38423;0;50000;0;-13000;13000;0;NA
"323992";90;"Guinea";2578;"Coconut Oil";2013;1325;0;0;1325;0;0;0;0;1325;0;0;0;0;NA
"324046";90;"Guinea";2580;"Olive Oil";2013;12;0;0;12;12;0;0;0;0;0;0;0;0;NA
"324099";90;"Guinea";2582;"Maize Germ Oil";2013;12;0;0;12;12;0;0;0;0;0;0;0;0;NA
"324152";90;"Guinea";2586;"Oilcrops Oil, Other";2013;3947;52;0;3424;3947;0;471;0;0;0;0;0;0;NA
"324205";90;"Guinea";2590;"Soyabean Cake";2013;1761;0;1761;0;1761;0;0;0;0;0;0;0;0;NA
"324258";90;"Guinea";2591;"Groundnut Cake";2013;93565;0;93565;0;10;0;0;0;93555;0;0;0;0;NA
"324311";90;"Guinea";2592;"Sunflowerseed Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"324364";90;"Guinea";2593;"Rape and Mustard Cake";2013;9;0;9;0;9;0;0;0;0;0;0;0;0;NA
"324417";90;"Guinea";2595;"Palmkernel Cake";2013;5300;0;5300;0;0;0;0;0;5300;0;0;0;0;NA
"324470";90;"Guinea";2596;"Copra Cake";2013;773;0;773;0;0;0;0;0;773;0;0;0;0;NA
"324523";90;"Guinea";2598;"Oilseed Cakes, Other";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"324576";90;"Guinea";2601;"Tomatoes and products";2013;44358;0;0;44358;44358;0;0;0;0;0;0;0;0;NA
"324629";90;"Guinea";2602;"Onions";2013;46382;0;0;46382;46382;0;0;0;0;0;0;0;0;NA
"324682";90;"Guinea";2605;"Vegetables, Other";2013;527709;5;0;489052;1965;38651;0;0;525744;0;0;0;1;NA
"324740";90;"Guinea";2611;"Oranges, Mandarines";2013;728;400;0;328;728;0;0;0;0;0;0;0;0;NA
"324793";90;"Guinea";2612;"Lemons, Limes and products";2013;3;0;0;3;3;0;0;0;0;0;0;0;0;NA
"324846";90;"Guinea";2613;"Grapefruit and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"324899";90;"Guinea";2614;"Citrus, Other";2013;239793;0;0;215814;4;23979;0;0;239789;0;0;0;0;NA
"324952";90;"Guinea";2615;"Bananas";2013;216000;0;0;151200;0;64800;0;0;216000;0;0;0;0;NA
"325010";90;"Guinea";2616;"Plantains";2013;467815;0;0;397643;0;70172;0;0;467815;0;0;0;0;NA
"325068";90;"Guinea";2617;"Apples and products";2013;1568;0;0;1028;1568;0;0;0;0;0;0;0;540;NA
"325121";90;"Guinea";2618;"Pineapples and products";2013;123890;16;0;113970;90;9904;0;0;123800;0;0;0;0;NA
"325179";90;"Guinea";2619;"Dates";2013;103;0;0;103;103;0;0;0;0;0;0;0;0;NA
"325232";90;"Guinea";2620;"Grapes and products (excl wine)";2013;21;0;0;21;21;0;0;0;0;0;0;0;0;NA
"325285";90;"Guinea";2625;"Fruits, Other";2013;227284;890;0;137944;9862;88449;0;0;217422;0;0;0;1;NA
"325343";90;"Guinea";2630;"Coffee and products";2013;18947;7691;0;11256;507;0;0;0;18440;0;0;0;0;NA
"325401";90;"Guinea";2633;"Cocoa Beans and products";2013;6874;3924;0;2950;601;0;0;0;6273;0;0;0;0;NA
"325459";90;"Guinea";2635;"Tea (including mate)";2013;3148;0;0;3148;3148;0;0;0;0;0;0;0;0;NA
"325512";90;"Guinea";2640;"Pepper";2013;42;0;0;42;42;0;0;0;0;0;0;0;0;NA
"325565";90;"Guinea";2641;"Pimento";2013;4;0;0;0;4;0;0;0;0;0;0;0;4;NA
"325618";90;"Guinea";2645;"Spices, Other";2013;9;3;0;6;9;0;0;0;0;0;0;0;0;NA
"325671";90;"Guinea";2655;"Wine";2013;1449;0;0;1449;1449;0;0;0;0;0;0;0;0;NA
"325724";90;"Guinea";2656;"Beer";2013;27938;0;0;27938;2764;0;0;0;25174;0;0;0;0;NA
"325778";90;"Guinea";2657;"Beverages, Fermented";2013;1;0;0;1;1;0;0;0;0;0;0;0;0;NA
"325831";90;"Guinea";2658;"Beverages, Alcoholic";2013;370;0;0;370;370;0;0;0;0;0;0;0;0;NA
"325884";90;"Guinea";2659;"Alcohol, Non-Food";2013;6760;0;0;0;6760;0;6760;0;0;0;0;0;0;NA
"325938";90;"Guinea";2661;"Cotton lint";2013;15000;1315;0;0;0;0;13685;0;15000;0;0;0;0;NA
"325992";90;"Guinea";2662;"Jute";2013;42;0;0;0;42;0;42;0;0;0;0;0;0;NA
"326045";90;"Guinea";2665;"Sisal";2013;190;0;0;0;5;0;190;0;185;0;0;0;0;NA
"326103";90;"Guinea";2667;"Hard Fibres, Other";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"326156";90;"Guinea";2671;"Tobacco";2013;5825;199;0;0;3035;0;5626;0;2790;0;0;0;0;NA
"326214";90;"Guinea";2672;"Rubber";2013;15624;11554;0;0;24;0;4070;0;15600;0;0;0;0;NA
"326272";90;"Guinea";2731;"Bovine Meat";2013;73560;0;0;73560;1258;0;0;0;72302;0;0;0;0;NA
"326330";90;"Guinea";2732;"Mutton & Goat Meat";2013;18741;0;0;18741;20;0;0;0;18721;0;0;0;0;NA
"326388";90;"Guinea";2733;"Pigmeat";2013;1909;0;0;1909;247;0;0;0;1662;0;0;0;0;NA
"326446";90;"Guinea";2734;"Poultry Meat";2013;21521;52;0;21469;12671;0;0;0;8850;0;0;0;0;NA
"326504";90;"Guinea";2735;"Meat, Other";2013;6404;0;0;6404;4;0;0;0;6400;0;0;0;0;NA
"326562";90;"Guinea";2736;"Offals, Edible";2013;18602;0;0;18602;2664;0;0;0;15938;0;0;0;0;NA
"326615";90;"Guinea";2737;"Fats, Animals, Raw";2013;2895;2;0;2893;139;0;0;0;2756;0;0;0;0;NA
"326668";90;"Guinea";2740;"Butter, Ghee";2013;544;0;0;544;119;0;0;0;425;0;0;0;0;NA
"326721";90;"Guinea";2744;"Eggs";2013;27453;0;0;22877;13;4118;0;0;27440;458;0;0;0;NA
"326774";90;"Guinea";2745;"Honey";2013;900;0;0;900;0;0;0;0;900;0;0;0;0;NA
"326827";90;"Guinea";2746;"Wool (Clean Eq.)";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"326880";90;"Guinea";2748;"Hides and skins";2013;15067;355;0;0;0;0;14711;1;15067;0;0;0;0;NA
"326933";90;"Guinea";2805;"Rice (Milled Equivalent)";2013;1737346;0;0;1140618;367756;301382;0;0;1369590;53360;-241986;241986;0;NA
"326991";90;"Guinea";2818;"Sugar, Refined Equiv";2013;97542;0;0;97542;74542;0;0;0;23000;0;0;0;0;NA
"327045";90;"Guinea";2848;"Milk - Excluding Butter";2013;251707;200;0;242187;66517;9319;0;0;185190;0;0;0;1;NA
"327098";90;"Guinea";2960;"Fish, Seafood";2013;118863;10281;750;107831;3843;0;0;0;115020;0;0;0;1;NA
"327151";91;"Guyana";866;"Cattle";2013;13280;0;NA;NA;1000;NA;NA;13280;12280;NA;NA;NA;0;NA
"327210";91;"Guyana";976;"Sheep";2013;56029;NA;NA;NA;29;NA;NA;56029;56000;NA;NA;NA;0;NA
"327268";91;"Guyana";1016;"Goats";2013;27600;0;NA;NA;0;NA;NA;27600;27600;NA;NA;NA;0;NA
"327327";91;"Guyana";1034;"Pigs";2013;8424;0;NA;NA;24;NA;NA;8424;8400;NA;NA;NA;0;NA
"327360";91;"Guyana";1096;"Horses";2013;10;0;NA;NA;10;NA;NA;10;NA;NA;NA;NA;0;NA
"327369";91;"Guyana";1110;"Mules";2013;11;0;NA;NA;11;NA;NA;11;NA;NA;NA;NA;0;NA
"327427";91;"Guyana";2029;"Poultry Birds";2013;26588000;0;NA;NA;43000;NA;NA;26588000;26545000;NA;NA;NA;0;NA
"327486";91;"Guyana";2511;"Wheat and products";2013;60034;2962;5300;47726;60034;1779;2267;0;0;0;0;0;0;NA
"327539";91;"Guyana";2513;"Barley and products";2013;3863;0;83;95;3863;0;86;3599;0;0;0;0;0;NA
"327592";91;"Guyana";2514;"Maize and products";2013;35537;183;24751;1639;31537;825;309;0;4000;65;-7765;7765;0;NA
"327650";91;"Guyana";2515;"Rye and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"327703";91;"Guyana";2516;"Oats";2013;3;0;1;2;3;0;0;0;0;0;0;0;0;NA
"327756";91;"Guyana";2517;"Millet and products";2013;22;0;22;0;22;0;0;0;0;0;0;0;0;NA
"327809";91;"Guyana";2518;"Sorghum and products";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"327862";91;"Guyana";2520;"Cereals, Other";2013;2464;0;66;1731;2464;0;667;0;0;0;0;0;0;NA
"327915";91;"Guyana";2531;"Potatoes and products";2013;10414;4;0;9801;10414;589;20;0;0;0;0;0;0;NA
"327968";91;"Guyana";2532;"Cassava and products";2013;7942;8;1530;4798;292;1530;76;0;7650;0;0;0;0;NA
"328026";91;"Guyana";2533;"Sweet potatoes";2013;2144;0;0;772;0;322;0;0;2144;1050;0;0;0;NA
"328084";91;"Guyana";2534;"Roots, Other";2013;18387;445;3000;10984;2;3808;150;0;18385;0;0;0;0;NA
"328142";91;"Guyana";2535;"Yams";2013;826;0;0;627;0;124;0;0;826;75;0;0;0;NA
"328200";91;"Guyana";2536;"Sugar cane";2013;2460171;0;178000;0;0;123009;51162;2108000;2460171;0;0;0;0;NA
"328258";91;"Guyana";2543;"Sweeteners, Other";2013;6184;439;0;5745;6184;0;0;0;0;0;0;0;0;NA
"328311";91;"Guyana";2544;"Molasses";2013;170000;8099;153701;0;0;0;0;8200;170000;0;0;0;0;NA
"328365";91;"Guyana";2546;"Beans";2013;165;5;0;160;165;0;0;0;0;0;0;0;0;NA
"328418";91;"Guyana";2547;"Peas";2013;3168;0;0;2987;2668;158;0;0;500;22;0;0;1;NA
"328476";91;"Guyana";2549;"Pulses, Other and products";2013;1714;0;145;1525;1314;21;0;0;400;23;0;0;0;NA
"328534";91;"Guyana";2551;"Nuts and products";2013;1846;20;0;1826;1846;0;0;0;0;0;0;0;0;NA
"328587";91;"Guyana";2555;"Soyabeans";2013;4283;2;0;1267;4283;214;0;0;0;0;-2800;2800;0;NA
"328640";91;"Guyana";2556;"Groundnuts (Shelled Eq)";2013;1182;0;0;1094;132;21;0;0;1050;66;0;0;1;NA
"328698";91;"Guyana";2557;"Sunflower seed";2013;5;0;0;5;5;0;0;0;0;0;0;0;0;NA
"328751";91;"Guyana";2558;"Rape and Mustardseed";2013;333;0;0;333;333;0;0;0;0;0;0;0;0;NA
"328804";91;"Guyana";2560;"Coconuts - Incl Copra";2013;75361;15761;0;22000;1;15729;10000;11871;75360;0;0;0;0;NA
"328862";91;"Guyana";2561;"Sesame seed";2013;1;0;0;1;1;0;0;0;0;0;0;0;0;NA
"328915";91;"Guyana";2563;"Olives (including preserved)";2013;18;0;0;18;18;0;0;0;0;0;0;0;0;NA
"328968";91;"Guyana";2570;"Oilcrops, Other";2013;3917;24;3890;0;3917;0;3;0;0;0;0;0;0;NA
"329021";91;"Guyana";2571;"Soyabean Oil";2013;587;0;0;587;587;0;0;0;0;0;0;0;0;NA
"329074";91;"Guyana";2572;"Groundnut Oil";2013;2;0;0;2;2;0;0;0;0;0;0;0;0;NA
"329127";91;"Guyana";2573;"Sunflowerseed Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"329180";91;"Guyana";2574;"Rape and Mustard Oil";2013;3;0;0;0;3;0;3;0;0;0;0;0;0;NA
"329233";91;"Guyana";2575;"Cottonseed Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"329286";91;"Guyana";2576;"Palmkernel Oil";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"329339";91;"Guyana";2577;"Palm Oil";2013;3026;0;0;49;3026;0;2977;0;0;0;0;0;0;NA
"329392";91;"Guyana";2578;"Coconut Oil";2013;7640;567;0;2486;6540;0;4586;0;1100;0;0;0;1;NA
"329446";91;"Guyana";2579;"Sesameseed Oil";2013;5;0;0;5;5;0;0;0;0;0;0;0;0;NA
"329499";91;"Guyana";2580;"Olive Oil";2013;56;0;0;55;56;0;0;0;0;0;0;0;1;NA
"329552";91;"Guyana";2582;"Maize Germ Oil";2013;15;0;0;15;15;0;0;0;0;0;0;0;0;NA
"329605";91;"Guyana";2586;"Oilcrops Oil, Other";2013;288;2;0;1;119;0;285;0;169;0;0;0;0;NA
"329658";91;"Guyana";2590;"Soyabean Cake";2013;13404;0;13404;0;13404;0;0;0;0;0;0;0;0;NA
"329711";91;"Guyana";2591;"Groundnut Cake";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"329764";91;"Guyana";2596;"Copra Cake";2013;530;2;528;0;0;0;0;0;530;0;0;0;0;NA
"329817";91;"Guyana";2598;"Oilseed Cakes, Other";2013;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"329870";91;"Guyana";2601;"Tomatoes and products";2013;14464;143;0;13155;2807;1166;0;0;11657;0;0;0;0;NA
"329928";91;"Guyana";2602;"Onions";2013;8480;3;0;8053;4054;424;0;0;4426;0;0;0;0;NA
"329986";91;"Guyana";2605;"Vegetables, Other";2013;53288;1663;0;46984;8208;4641;0;0;45080;0;0;0;0;NA
"330044";91;"Guyana";2611;"Oranges, Mandarines";2013;6165;187;0;5720;3584;258;0;0;2581;0;0;0;0;NA
"330102";91;"Guyana";2612;"Lemons, Limes and products";2013;986;324;0;563;0;99;0;0;986;0;0;0;0;NA
"330160";91;"Guyana";2613;"Grapefruit and products";2013;1088;0;0;980;8;108;0;0;1080;0;0;0;0;NA
"330218";91;"Guyana";2614;"Citrus, Other";2013;814;21;0;721;90;72;0;0;724;0;0;0;0;NA
"330271";91;"Guyana";2615;"Bananas";2013;5168;0;0;4393;0;775;0;0;5168;0;0;0;0;NA
"330329";91;"Guyana";2616;"Plantains";2013;15246;39;1525;12157;0;1525;0;0;15246;0;0;0;0;NA
"330387";91;"Guyana";2617;"Apples and products";2013;1036;0;0;1036;1036;0;0;0;0;0;0;0;0;NA
"330440";91;"Guyana";2618;"Pineapples and products";2013;6170;268;0;5474;57;428;0;0;6113;0;0;0;0;NA
"330498";91;"Guyana";2619;"Dates";2013;20;0;0;20;20;0;0;0;0;0;0;0;0;NA
"330551";91;"Guyana";2620;"Grapes and products (excl wine)";2013;904;0;0;904;904;0;0;0;0;0;0;0;0;NA
"330604";91;"Guyana";2625;"Fruits, Other";2013;16343;2280;0;13392;3356;671;0;0;12987;0;0;0;0;NA
"330662";91;"Guyana";2630;"Coffee and products";2013;1634;1194;0;1089;1214;0;0;0;420;0;649;-649;0;NA
"330720";91;"Guyana";2633;"Cocoa Beans and products";2013;998;0;0;1098;548;0;0;0;450;0;100;-100;0;NA
"330778";91;"Guyana";2635;"Tea (including mate)";2013;284;21;0;263;284;0;0;0;0;0;0;0;0;NA
"330831";91;"Guyana";2640;"Pepper";2013;391;194;0;197;61;0;0;0;330;0;0;0;0;NA
"330889";91;"Guyana";2641;"Pimento";2013;5;0;0;5;5;0;0;0;0;0;0;0;0;NA
"330942";91;"Guyana";2642;"Cloves";2013;21;0;0;21;21;0;0;0;0;0;0;0;0;NA
"330995";91;"Guyana";2645;"Spices, Other";2013;3880;269;0;2711;815;0;900;0;3065;0;0;0;0;NA
