system:index,area,class,co_mun,year,.geo
0_000000000000000007d7_0_0,108982.73077319401,0,2203602.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007d8_0_0,91057.43146816874,0,2203701.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007d9_0_0,71247.80737183144,0,2203750.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007da_0_0,94607.18866529343,0,2203800.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007db_0_0,19448.801492106373,0,2203859.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007dc_0_0,340861.9053593936,0,2203909.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007de_0_0,65606.94524723018,0,2204105.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007df_0_0,15510.368438183725,0,2204154.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007e0_0_0,49141.74624883647,0,2204204.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007e1_0_0,77516.82975726004,0,2204303.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007e2_0_0,45528.698144958915,0,2204352.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007e4_0_0,102298.79710222795,0,2204501.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007e5_0_0,311745.39158090024,0,2204550.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007e6_0_0,22415.96648085194,0,2204600.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007e7_0_0,13412.64409184075,0,2204659.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007e7_0_1,2.321452844238281,39,2204659.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007e8_0_0,97773.56401220274,0,2204709.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007e9_0_0,52896.03919761534,0,2204808.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007ea_0_0,77545.83703888205,0,2204907.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007eb_0_0,82767.58242015002,0,2205003.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007ec_0_0,255340.7161597799,0,2205102.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007ed_0_0,137002.7847807373,0,2205151.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007ee_0_0,86456.89620452689,0,2205201.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007ef_0_0,50938.70778244106,0,2205250.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007f0_0_0,65267.448262762475,0,2205276.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007f0_0_1,0.7128077636718749,39,2205276.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007f1_0_0,186639.40151131625,0,2205300.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007f2_0_0,179948.83167822912,0,2205359.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007f3_0_0,73902.75832311274,0,2205409.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007f4_0_0,16623.369414049608,0,2205458.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007f6_0_0,82671.2437536602,0,2205516.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007f7_0_0,129657.69992712673,0,2205524.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007f8_0_0,127107.32102846971,0,2205532.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007fb_0_0,126114.1324514765,0,2205565.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007fc_0_0,15539.072213483272,0,2205573.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007fd_0_0,42625.38884844001,0,2205581.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000007fe_0_0,80411.99280990814,0,2205599.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000800_0_0,106861.42599855745,0,2205706.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000801_0_0,70379.69506806502,0,2205805.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000803_0_0,161201.8897542623,0,2205904.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000803_0_1,617.7224435294142,39,2205904.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000804_0_0,14368.745237932135,0,2205953.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000805_0_0,67697.12791699191,0,2206001.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000806_0_0,52076.07833894021,0,2206050.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000080a_0_0,137112.5860435695,0,2206357.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000080b_0_0,56834.7019344253,0,2206407.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000080c_0_0,40102.43910747347,0,2206506.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000080e_0_0,211601.228904892,0,2206654.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000080f_0_0,32793.474366451555,0,2206670.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000810_0_0,48121.62428271668,0,2206696.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000811_0_0,131506.78203722095,0,2206704.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000814_0_0,35819.8254919379,0,2206803.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000815_0_0,52481.65634403457,0,2206902.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000816_0_0,48131.387547483006,0,2206951.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000817_0_0,270115.4372189175,0,2207009.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000819_0_0,27170.143100483245,0,2207207.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000081a_0_0,40101.71420274742,0,2207306.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000081b_0_0,107862.85924949269,0,2207355.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000081d_0_0,149843.45951405782,0,2207504.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000081e_0_0,44797.57268361567,0,2207553.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000081f_0_0,342809.6658195804,0,2207603.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000081f_0_1,5.720826898193358,39,2207603.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000821_0_0,81952.72948203162,0,2207751.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000822_0_0,75104.77368909377,0,2207777.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000823_0_0,43043.03947939993,0,2207793.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000824_0_0,196891.14473283588,0,2207801.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000825_0_0,109027.78782347549,0,2207850.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000826_0_0,151720.48172118262,0,2207900.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000827_0_0,86979.01566559522,0,2207934.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000828_0_0,90922.57774063843,0,2207959.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000829_0_0,57678.878282771104,0,2208007.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000082a_0_0,456168.74666036,0,2208106.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000082b_0_0,194637.75734638778,0,2208205.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000082c_0_0,237845.75263148156,0,2208304.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000082c_0_1,86.80946461792001,39,2208304.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000831_0_0,135174.33773806127,0,2208650.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000834_0_0,222107.37500305043,0,2208858.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000834_0_1,2.1127327331542967,39,2208858.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000835_0_0,100347.26029626673,0,2208874.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000837_0_0,63551.98109975086,0,2209005.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000838_0_0,61103.4582660816,0,2209104.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000083b_0_0,118605.92748032938,0,2209302.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000083b_0_1,8.401786878398823,39,2209302.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000083c_0_0,11082.036601494277,0,2209351.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000083d_0_0,33980.63526759791,0,2209377.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000083e_0_0,38688.21272262719,0,2209401.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000840_0_0,85236.81162587016,0,2209500.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000841_0_0,65593.1159065201,0,2209559.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000842_0_0,62615.81672494451,0,2209609.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000843_0_0,109976.98098187435,0,2209658.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000844_0_0,134001.6339832343,0,2209708.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000847_0_0,47986.806961243965,0,2209856.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000848_0_0,76421.9351135811,0,2209872.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000849_0_0,100589.5825061236,0,2209906.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000084a_0_0,39494.55462983824,0,2209955.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000084b_0_0,21311.449689336176,0,2209971.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000084c_0_0,152674.58725835916,0,2210003.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000084d_0_0,31878.271496003046,0,2210052.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000084e_0_0,128632.14884711952,0,2210102.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000850_0_0,25690.339414234226,0,2210300.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000851_0_0,67213.59587708893,0,2210359.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000853_0_0,44519.41286415816,0,2210383.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000854_0_0,81292.48661658677,0,2210391.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000855_0_0,520531.89589471766,0,2210409.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000856_0_0,51783.049006001354,0,2210508.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000857_0_0,241442.79123256012,0,2210607.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000085a_0_0,96645.37831818148,0,2210656.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000085b_0_0,107080.15371666993,0,2210706.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000085c_0_0,134497.63395852895,0,2210805.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000085d_0_0,76126.44678582273,0,2210904.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000085e_0_0,20249.022481761338,0,2210938.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000085f_0_0,158666.2360552,0,2210953.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000860_0_0,39840.53886401914,0,2210979.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000862_0_0,117267.24822629913,0,2211100.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000864_0_0,133384.8747851299,0,2211308.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000865_0_0,45027.541821322215,0,2211357.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000866_0_0,23675.736326873044,0,2211407.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000867_0_0,34168.31148868108,0,2211506.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000868_0_0,21809.51437952024,0,2211605.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000869_0_0,26971.46761717601,0,2211704.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000086a_0_0,17861.74009875725,0,2300101.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000086b_0_0,15545.056187599233,0,2300150.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000086c_0_0,83589.89995247178,0,2300200.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000086d_0_0,226412.61181680637,0,2300309.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000086f_0_0,13835.827328801823,0,2300507.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000870_0_0,7309.309166225417,0,2300606.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000871_0_0,133748.91434038704,0,2300705.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000873_0_0,25971.899579387282,0,2300804.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000874_0_0,54468.983183090844,0,2300903.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000876_0_0,122699.2256798181,0,2301109.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000877_0_0,65595.46303963035,0,2301208.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000878_0_0,34380.80541862431,0,2301257.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000879_0_0,109937.74243668257,0,2301307.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000087a_0_0,11452.191475341255,0,2301406.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000087b_0_0,106574.8794224374,0,2301505.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000087c_0_0,111554.84666755155,0,2301604.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000087d_0_0,88520.16377758342,0,2301703.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000087e_0_0,14619.899450803916,0,2301802.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000087f_0_0,107958.40576344356,0,2301851.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000880_0_0,56911.28560196502,0,2301901.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000881_0_0,24556.943279505806,0,2301950.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000882_0_0,71142.11532616886,0,2302008.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000883_0_0,37633.02670588947,0,2302057.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000885_0_0,161871.28773959016,0,2302206.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000886_0_0,84242.50442479747,0,2302305.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000887_0_0,283560.46121153224,0,2302404.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000888_0_0,66290.08608856435,0,2302503.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000889_0_0,111758.29640495204,0,2302602.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000088a_0_0,108214.52943699605,0,2302701.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000088b_0_0,321701.12947480887,0,2302800.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000088f_0_0,62303.3422203028,0,2303204.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000890_0_0,106102.48907727467,0,2303303.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000891_0_0,36449.75465992595,0,2303402.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000892_0_0,83398.53891187608,0,2303501.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000893_0_0,48637.93314764086,0,2303600.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000894_0_0,79005.19260395199,0,2303659.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000896_0_0,72530.08516401309,0,2303808.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000897_0_0,23784.988170511922,0,2303907.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000898_0_0,81508.00737012946,0,2303931.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000899_0_0,27814.222892159807,0,2303956.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000089a_0_0,77515.38747181153,0,2304004.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000089b_0_0,298413.4564452419,0,2304103.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000089d_0_0,69653.65200705611,0,2304236.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000089f_0_0,47001.5093382997,0,2304269.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008a0_0_0,38237.05618047424,0,2304277.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008a1_0_0,7855.784575339752,0,2304285.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008a2_0_0,50303.48491079308,0,2304301.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008a5_0_0,27761.74310773963,0,2304459.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008a6_0_0,18102.244888922054,0,2304509.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008a7_0_0,20557.60723232764,0,2304608.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008a8_0_0,28157.533428268765,0,2304657.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008aa_0_0,9990.792706582628,0,2304806.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008ad_0_0,61084.64736341547,0,2305001.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008ae_0_0,5918.535431362599,0,2305100.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008af_0_0,96621.74789172715,0,2305209.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008b0_0_0,15976.777456919113,0,2305233.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008b1_0_0,87661.23993837512,0,2305266.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008b2_0_0,41441.037983998634,0,2305308.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008b3_0_0,42383.193333252464,0,2305332.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008b4_0_0,42216.64335641337,0,2305357.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008b5_0_0,187102.19943835627,0,2305407.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008b6_0_0,102859.54020304239,0,2305506.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008b8_0_0,70150.1139460836,0,2305654.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008b9_0_0,27342.33695625339,0,2305704.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008bc_0_0,82059.62157041399,0,2306009.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008be_0_0,21174.856764947534,0,2306207.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008bf_0_0,15136.864874318666,0,2306256.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008c0_0_0,43007.56923865257,0,2306306.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008c1_0_0,161198.51640526974,0,2306405.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008c2_0_0,58814.7584568497,0,2306504.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008c3_0_0,71495.68632937063,0,2306553.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008c4_0_0,78281.45211507808,0,2306603.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008c5_0_0,175868.51964833366,0,2306702.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008c6_0_0,66816.22734488176,0,2306801.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008c7_0_0,187578.05414908828,0,2306900.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008c8_0_0,86707.27842964085,0,2307007.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008c9_0_0,55203.36061039268,0,2307106.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008ca_0_0,35289.11041375726,0,2307205.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008cb_0_0,20404.243961662567,0,2307254.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008cd_0_0,93655.9000781677,0,2307403.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008ce_0_0,94738.71983867859,0,2307502.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008d0_0_0,103400.7934436028,0,2307635.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008d1_0_0,10636.881214655117,0,2307650.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008d3_0_0,57353.653749576435,0,2307809.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008d4_0_0,29865.703817764974,0,2307908.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008d5_0_0,56616.445989285516,0,2308005.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008d6_0_0,104896.15168263273,0,2308104.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008d7_0_0,14959.608657529847,0,2308203.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008d8_0_0,60594.174229371965,0,2308302.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008d9_0_0,50188.800500087615,0,2308351.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008da_0_0,69938.69405612854,0,2308377.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008db_0_0,64523.751896795875,0,2308401.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008dc_0_0,211830.4908883024,0,2308500.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008dd_0_0,88548.55143882163,0,2308609.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008df_0_0,41516.30497906332,0,2308807.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008e0_0_0,41512.92348360339,0,2308906.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008e1_0_0,19022.37218879031,0,2309003.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008e2_0_0,13427.628544639263,0,2309102.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008e3_0_0,28417.321224426585,0,2309201.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008e4_0_0,74228.52112869079,0,2309300.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008e5_0_0,94859.33663018415,0,2309409.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008e7_0_0,57575.241719287566,0,2309508.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008e9_0_0,13172.37692727018,0,2309706.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008ea_0_0,11179.864736510668,0,2309805.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008eb_0_0,7595.603807254841,0,2309904.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008ec_0_0,43996.97717441867,0,2310001.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008ed_0_0,11753.309831287233,0,2310100.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008ef_0_0,30005.792820087478,0,2310258.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008f0_0_0,230252.31747183518,0,2310308.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000008f1_0_0,48213.32978217407,0,2310407.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
