"Tabela 94 - Vacas ordenhadas"
"Variável - Vacas ordenhadas (Cabeças)"
"Nível";"Cód.";"Município";"Ano"
"MU";"3515905";"Floreal (SP)";"1000"
"MU";"3516002";"Flórida Paulista (SP)";"1690"
"MU";"3516101";"Florínea (SP)";"75"
"MU";"3516200";"Franca (SP)";"2504"
"MU";"3516309";"Francisco Morato (SP)";"..."
"MU";"3516408";"Franco da Rocha (SP)";"..."
"MU";"3516507";"Gabriel Monteiro (SP)";"575"
"MU";"3516606";"Gália (SP)";"213"
"MU";"3516705";"Garça (SP)";"3550"
"MU";"3516804";"Gastão Vidigal (SP)";"1080"
"MU";"3516853";"Gavião Peixoto (SP)";"625"
"MU";"3516903";"General Salgado (SP)";"12600"
"MU";"3517000";"Getulina (SP)";"543"
"MU";"3517109";"Glicério (SP)";"3480"
"MU";"3517208";"Guaiçara (SP)";"837"
"MU";"3517307";"Guaimbê (SP)";"421"
"MU";"3517406";"Guaíra (SP)";"984"
"MU";"3517505";"Guapiaçu (SP)";"1830"
"MU";"3517604";"Guapiara (SP)";"350"
"MU";"3517703";"Guará (SP)";"548"
"MU";"3517802";"Guaraçaí (SP)";"4390"
"MU";"3517901";"Guaraci (SP)";"342"
"MU";"3518008";"Guarani d'Oeste (SP)";"3690"
"MU";"3518107";"Guarantã (SP)";"641"
"MU";"3518206";"Guararapes (SP)";"1868"
"MU";"3518305";"Guararema (SP)";"3465"
"MU";"3518404";"Guaratinguetá (SP)";"18310"
"MU";"3518503";"Guareí (SP)";"7080"
"MU";"3518602";"Guariba (SP)";"259"
"MU";"3518701";"Guarujá (SP)";"..."
"MU";"3518800";"Guarulhos (SP)";"32"
"MU";"3518859";"Guatapará (SP)";"246"
"MU";"3518909";"Guzolândia (SP)";"6315"
"MU";"3519006";"Herculândia (SP)";"3765"
"MU";"3519055";"Holambra (SP)";"655"
"MU";"3519071";"Hortolândia (SP)";"12"
"MU";"3519105";"Iacanga (SP)";"1195"
"MU";"3519204";"Iacri (SP)";"860"
"MU";"3519253";"Iaras (SP)";"578"
"MU";"3519303";"Ibaté (SP)";"370"
"MU";"3519402";"Ibirá (SP)";"833"
"MU";"3519501";"Ibirarema (SP)";"200"
"MU";"3519600";"Ibitinga (SP)";"1310"
"MU";"3519709";"Ibiúna (SP)";"860"
"MU";"3519808";"Icém (SP)";"1030"
"MU";"3519907";"Iepê (SP)";"3029"
"MU";"3520004";"Igaraçu do Tietê (SP)";"68"
"MU";"3520103";"Igarapava (SP)";"957"
"MU";"3520202";"Igaratá (SP)";"720"
"MU";"3520301";"Iguape (SP)";"165"
"MU";"3520400";"Ilhabela (SP)";"..."
"MU";"3520426";"Ilha Comprida (SP)";"..."
"MU";"3520442";"Ilha Solteira (SP)";"1670"
"MU";"3520509";"Indaiatuba (SP)";"1180"
"MU";"3520608";"Indiana (SP)";"1470"
"MU";"3520707";"Indiaporã (SP)";"5300"
"MU";"3520806";"Inúbia Paulista (SP)";"859"
"MU";"3520905";"Ipaussu (SP)";"359"
"MU";"3521002";"Iperó (SP)";"1141"
"MU";"3521101";"Ipeúna (SP)";"390"
"MU";"3521150";"Ipiguá (SP)";"1250"
"MU";"3521200";"Iporanga (SP)";"..."
"MU";"3521309";"Ipuã (SP)";"428"
"MU";"3521408";"Iracemápolis (SP)";"27"
"MU";"3521507";"Irapuã (SP)";"760"
"MU";"3521606";"Irapuru (SP)";"1897"
"MU";"3521705";"Itaberá (SP)";"7500"
"MU";"3521804";"Itaí (SP)";"2417"
"MU";"3521903";"Itajobi (SP)";"1050"
"MU";"3522000";"Itaju (SP)";"450"
"MU";"3522109";"Itanhaém (SP)";"..."
"MU";"3522158";"Itaoca (SP)";"780"
"MU";"3522208";"Itapecerica da Serra (SP)";"..."
"MU";"3522307";"Itapetininga (SP)";"20780"
"MU";"3522406";"Itapeva (SP)";"5500"
"MU";"3522505";"Itapevi (SP)";"..."
"MU";"3522604";"Itapira (SP)";"2980"
"MU";"3522653";"Itapirapuã Paulista (SP)";"550"
"MU";"3522703";"Itápolis (SP)";"880"
"MU";"3522802";"Itaporanga (SP)";"10000"
"MU";"3522901";"Itapuí (SP)";"440"
"MU";"3523008";"Itapura (SP)";"1282"
"MU";"3523107";"Itaquaquecetuba (SP)";"22"
"MU";"3523206";"Itararé (SP)";"5800"
"MU";"3523305";"Itariri (SP)";"29"
"MU";"3523404";"Itatiba (SP)";"3562"
"MU";"3523503";"Itatinga (SP)";"4810"
"MU";"3523602";"Itirapina (SP)";"1868"
"MU";"3523701";"Itirapuã (SP)";"1838"
"MU";"3523800";"Itobi (SP)";"1000"
"MU";"3523909";"Itu (SP)";"3900"
"MU";"3524006";"Itupeva (SP)";"130"
"MU";"3524105";"Ituverava (SP)";"1299"
"MU";"3524204";"Jaborandi (SP)";"65"
"MU";"3524303";"Jaboticabal (SP)";"1331"
"MU";"3524402";"Jacareí (SP)";"1900"
"MU";"3524501";"Jaci (SP)";"1580"
"MU";"3524600";"Jacupiranga (SP)";"3108"
"MU";"3524709";"Jaguariúna (SP)";"1100"
"MU";"3524808";"Jales (SP)";"7733"
"MU";"3524907";"Jambeiro (SP)";"2180"
"MU";"3525003";"Jandira (SP)";"..."
"MU";"3525102";"Jardinópolis (SP)";"150"
"MU";"3525201";"Jarinu (SP)";"210"
"MU";"3525300";"Jaú (SP)";"390"
"MU";"3525409";"Jeriquara (SP)";"365"
"MU";"3525508";"Joanópolis (SP)";"2820"
"MU";"3525607";"João Ramalho (SP)";"1800"
"MU";"3525706";"José Bonifácio (SP)";"7200"
"MU";"3525805";"Júlio Mesquita (SP)";"334"
"MU";"3525854";"Jumirim (SP)";"1200"
"MU";"3525904";"Jundiaí (SP)";"96"
"MU";"3526001";"Junqueirópolis (SP)";"2000"
"MU";"3526100";"Juquiá (SP)";"400"
"MU";"3526209";"Juquitiba (SP)";"..."
"MU";"3526308";"Lagoinha (SP)";"8138"
"MU";"3526407";"Laranjal Paulista (SP)";"5500"
"MU";"3526506";"Lavínia (SP)";"5110"
"MU";"3526605";"Lavrinhas (SP)";"2780"
"MU";"3526704";"Leme (SP)";"1560"
"MU";"3526803";"Lençóis Paulista (SP)";"275"
"MU";"3526902";"Limeira (SP)";"1028"
"MU";"3527009";"Lindóia (SP)";"1000"
"MU";"3527108";"Lins (SP)";"4178"
"MU";"3527207";"Lorena (SP)";"11850"
"MU";"3527256";"Lourdes (SP)";"815"
"MU";"3527306";"Louveira (SP)";"15"
"MU";"3527405";"Lucélia (SP)";"2290"
"MU";"3527504";"Lucianópolis (SP)";"197"
"MU";"3527603";"Luís Antônio (SP)";"50"
"MU";"3527702";"Luiziânia (SP)";"920"
"MU";"3527801";"Lupércio (SP)";"475"
"MU";"3527900";"Lutécia (SP)";"3820"
"MU";"3528007";"Macatuba (SP)";"135"
"MU";"3528106";"Macaubal (SP)";"2750"
"MU";"3528205";"Macedônia (SP)";"11800"
"MU";"3528304";"Magda (SP)";"3400"
"MU";"3528403";"Mairinque (SP)";"624"
"MU";"3528502";"Mairiporã (SP)";"..."
"MU";"3528601";"Manduri (SP)";"3146"
"MU";"3528700";"Marabá Paulista (SP)";"5748"
"MU";"3528809";"Maracaí (SP)";"470"
"MU";"3528858";"Marapoama (SP)";"200"
"MU";"3528908";"Mariápolis (SP)";"1195"
"MU";"3529005";"Marília (SP)";"2000"
"MU";"3529104";"Marinópolis (SP)";"524"
"MU";"3529203";"Martinópolis (SP)";"4500"
"MU";"3529302";"Matão (SP)";"1846"
"MU";"3529401";"Mauá (SP)";"5"
"MU";"3529500";"Mendonça (SP)";"1190"
"MU";"3529609";"Meridiano (SP)";"6000"
"MU";"3529658";"Mesópolis (SP)";"2902"
"MU";"3529708";"Miguelópolis (SP)";"627"
"MU";"3529807";"Mineiros do Tietê (SP)";"330"
"MU";"3529906";"Miracatu (SP)";"450"
"MU";"3530003";"Mira Estrela (SP)";"9110"
"MU";"3530102";"Mirandópolis (SP)";"7200"
"MU";"3530201";"Mirante do Paranapanema (SP)";"6410"
"MU";"3530300";"Mirassol (SP)";"2780"
"MU";"3530409";"Mirassolândia (SP)";"4930"
"MU";"3530508";"Mococa (SP)";"7800"
"MU";"3530607";"Mogi das Cruzes (SP)";"1911"
"MU";"3530706";"Mogi Guaçu (SP)";"1530"
"MU";"3530805";"Mogi Mirim (SP)";"1856"
"MU";"3530904";"Mombuca (SP)";"461"
"MU";"3531001";"Monções (SP)";"578"
"MU";"3531100";"Mongaguá (SP)";"..."
"MU";"3531209";"Monte Alegre do Sul (SP)";"745"
"MU";"3531308";"Monte Alto (SP)";"300"
"MU";"3531407";"Monte Aprazível (SP)";"5950"
"MU";"3531506";"Monte Azul Paulista (SP)";"670"
"MU";"3531605";"Monte Castelo (SP)";"3830"
"MU";"3531704";"Monteiro Lobato (SP)";"1240"
"MU";"3531803";"Monte Mor (SP)";"140"
"MU";"3531902";"Morro Agudo (SP)";"765"
"MU";"3532009";"Morungaba (SP)";"280"
"MU";"3532058";"Motuca (SP)";"515"
"MU";"3532108";"Murutinga do Sul (SP)";"2995"
"MU";"3532157";"Nantes (SP)";"1900"
"MU";"3532207";"Narandiba (SP)";"1750"
"MU";"3532306";"Natividade da Serra (SP)";"11034"
"MU";"3532405";"Nazaré Paulista (SP)";"2100"
"MU";"3532504";"Neves Paulista (SP)";"2420"
"MU";"3532603";"Nhandeara (SP)";"6550"
"MU";"3532702";"Nipoã (SP)";"980"
"MU";"3532801";"Nova Aliança (SP)";"1120"
"MU";"3532827";"Nova Campina (SP)";"850"
"MU";"3532843";"Nova Canaã Paulista (SP)";"1031"
"MU";"3532868";"Nova Castilho (SP)";"1428"
"MU";"3532900";"Nova Europa (SP)";"399"
"MU";"3533007";"Nova Granada (SP)";"3461"
"MU";"3533106";"Nova Guataporanga (SP)";"510"
"MU";"3533205";"Nova Independência (SP)";"1210"
"MU";"3533254";"Novais (SP)";"198"
"MU";"3533304";"Nova Luzitânia (SP)";"894"
"MU";"3533403";"Nova Odessa (SP)";"900"
"MU";"3533502";"Novo Horizonte (SP)";"1388"
"MU";"3533601";"Nuporanga (SP)";"504"
"MU";"3533700";"Ocauçu (SP)";"800"
"MU";"3533809";"Óleo (SP)";"2168"
"MU";"3533908";"Olímpia (SP)";"755"
"MU";"3534005";"Onda Verde (SP)";"1213"
"MU";"3534104";"Oriente (SP)";"820"
"MU";"3534203";"Orindiúva (SP)";"1365"
"MU";"3534302";"Orlândia (SP)";"268"
"MU";"3534401";"Osasco (SP)";"..."
"MU";"3534500";"Oscar Bressane (SP)";"5450"
"MU";"3534609";"Osvaldo Cruz (SP)";"795"
"MU";"3534708";"Ourinhos (SP)";"1003"
"MU";"3534757";"Ouroeste (SP)";"6500"
"MU";"3534807";"Ouro Verde (SP)";"1800"
"MU";"3534906";"Pacaembu (SP)";"1291"
"MU";"3535002";"Palestina (SP)";"10591"
"MU";"3535101";"Palmares Paulista (SP)";"52"
"MU";"3535200";"Palmeira d'Oeste (SP)";"5816"
"MU";"3535309";"Palmital (SP)";"900"
"MU";"3535408";"Panorama (SP)";"1240"
"MU";"3535507";"Paraguaçu Paulista (SP)";"7118"
"MU";"3535606";"Paraibuna (SP)";"585"
"MU";"3535705";"Paraíso (SP)";"180"
"MU";"3535804";"Paranapanema (SP)";"3543"
"MU";"3535903";"Paranapuã (SP)";"2973"
"MU";"3536000";"Parapuã (SP)";"450"
"MU";"3536109";"Pardinho (SP)";"2373"
"MU";"3536208";"Pariquera-Açu (SP)";"201"
"MU";"3536257";"Parisi (SP)";"3000"
"MU";"3536307";"Patrocínio Paulista (SP)";"6701"
"MU";"3536406";"Paulicéia (SP)";"1750"
"MU";"3536505";"Paulínia (SP)";"25"
"MU";"3536570";"Paulistânia (SP)";"161"
"MU";"3536604";"Paulo de Faria (SP)";"3575"
"MU";"3536703";"Pederneiras (SP)";"1145"
"MU";"3536802";"Pedra Bela (SP)";"1530"
"MU";"3536901";"Pedranópolis (SP)";"8000"
"MU";"3537008";"Pedregulho (SP)";"3611"
"MU";"3537107";"Pedreira (SP)";"990"
"MU";"3537156";"Pedrinhas Paulista (SP)";"230"
"MU";"3537206";"Pedro de Toledo (SP)";"150"
"MU";"3537305";"Penápolis (SP)";"3810"
"MU";"3537404";"Pereira Barreto (SP)";"4296"
"MU";"3537503";"Pereiras (SP)";"1500"
"MU";"3537602";"Peruíbe (SP)";"80"
"MU";"3537701";"Piacatu (SP)";"670"
"MU";"3537800";"Piedade (SP)";"872"
"MU";"3537909";"Pilar do Sul (SP)";"4900"
"MU";"3538006";"Pindamonhangaba (SP)";"10012"
"MU";"3538105";"Pindorama (SP)";"910"
"MU";"3538204";"Pinhalzinho (SP)";"1515"
"MU";"3538303";"Piquerobi (SP)";"2658"
"MU";"3538501";"Piquete (SP)";"2580"
"MU";"3538600";"Piracaia (SP)";"4830"
"MU";"3538709";"Piracicaba (SP)";"6050"
"MU";"3538808";"Piraju (SP)";"1960"
"MU";"3538907";"Pirajuí (SP)";"1245"
"MU";"3539004";"Pirangi (SP)";"110"
"MU";"3539103";"Pirapora do Bom Jesus (SP)";"..."
"MU";"3539202";"Pirapozinho (SP)";"4500"
"MU";"3539301";"Pirassununga (SP)";"700"
"MU";"3539400";"Piratininga (SP)";"665"
"MU";"3539509";"Pitangueiras (SP)";"308"
"MU";"3539608";"Planalto (SP)";"705"
"MU";"3539707";"Platina (SP)";"380"
"MU";"3539806";"Poá (SP)";"3"
"MU";"3539905";"Poloni (SP)";"1000"
"MU";"3540002";"Pompéia (SP)";"1670"
"MU";"3540101";"Pongaí (SP)";"366"
"MU";"3540200";"Pontal (SP)";"249"
"MU";"3540259";"Pontalinda (SP)";"4817"
"MU";"3540309";"Pontes Gestal (SP)";"1500"
"MU";"3540408";"Populina (SP)";"5538"
"MU";"3540507";"Porangaba (SP)";"3097"
"MU";"3540606";"Porto Feliz (SP)";"2050"
"MU";"3540705";"Porto Ferreira (SP)";"400"
"MU";"3540754";"Potim (SP)";"1722"
"MU";"3540804";"Potirendaba (SP)";"5960"
"MU";"3540853";"Pracinha (SP)";"401"
"MU";"3540903";"Pradópolis (SP)";"127"
"MU";"3541000";"Praia Grande (SP)";"..."
"MU";"3541059";"Pratânia (SP)";"477"
"MU";"3541109";"Presidente Alves (SP)";"794"
"MU";"3541208";"Presidente Bernardes (SP)";"6290"
"MU";"3541307";"Presidente Epitácio (SP)";"6677"
"MU";"3541406";"Presidente Prudente (SP)";"3730"
"MU";"3541505";"Presidente Venceslau (SP)";"4647"
"MU";"3541604";"Promissão (SP)";"10850"
"MU";"3541653";"Quadra (SP)";"1759"
"MU";"3541703";"Quatá (SP)";"5300"
"MU";"3541802";"Queiroz (SP)";"225"
"MU";"3541901";"Queluz (SP)";"2900"
"MU";"3542008";"Quintana (SP)";"1200"
"MU";"3542107";"Rafard (SP)";"200"
"MU";"3542206";"Rancharia (SP)";"9622"
"MU";"3542305";"Redenção da Serra (SP)";"3205"
"MU";"3542404";"Regente Feijó (SP)";"2900"
"MU";"3542503";"Reginópolis (SP)";"792"
"MU";"3542602";"Registro (SP)";"1158"
"MU";"3542701";"Restinga (SP)";"1279"
"MU";"3542800";"Ribeira (SP)";"800"
"MU";"3542909";"Ribeirão Bonito (SP)";"1400"
"MU";"3543006";"Ribeirão Branco (SP)";"450"
"MU";"3543105";"Ribeirão Corrente (SP)";"883"
"MU";"3543204";"Ribeirão do Sul (SP)";"574"
"MU";"3543238";"Ribeirão dos Índios (SP)";"3417"
"MU";"3543253";"Ribeirão Grande (SP)";"800"
"MU";"3543303";"Ribeirão Pires (SP)";"34"
"MU";"3543402";"Ribeirão Preto (SP)";"791"
"MU";"3543501";"Riversul (SP)";"3300"
"MU";"3543600";"Rifaina (SP)";"1557"
"MU";"3543709";"Rincão (SP)";"1432"
"MU";"3543808";"Rinópolis (SP)";"250"
"MU";"3543907";"Rio Claro (SP)";"895"
"MU";"3544004";"Rio das Pedras (SP)";"601"
"MU";"3544103";"Rio Grande da Serra (SP)";"8"
"MU";"3544202";"Riolândia (SP)";"2000"
"MU";"3544251";"Rosana (SP)";"5508"
"MU";"3544301";"Roseira (SP)";"3885"
"MU";"3544400";"Rubiácea (SP)";"348"
"MU";"3544509";"Rubinéia (SP)";"1257"
"MU";"3544608";"Sabino (SP)";"455"
"MU";"3544707";"Sagres (SP)";"790"
"MU";"3544806";"Sales (SP)";"1000"
"MU";"3544905";"Sales Oliveira (SP)";"340"
"MU";"3545001";"Salesópolis (SP)";"1783"
"MU";"3545100";"Salmourão (SP)";"152"
"MU";"3545159";"Saltinho (SP)";"231"
"MU";"3545209";"Salto (SP)";"450"
"MU";"3545308";"Salto de Pirapora (SP)";"1558"
"MU";"3545407";"Salto Grande (SP)";"924"
"MU";"3545506";"Sandovalina (SP)";"1850"
"MU";"3545605";"Santa Adélia (SP)";"748"
"MU";"3545704";"Santa Albertina (SP)";"6502"
"MU";"3545803";"Santa Bárbara d'Oeste (SP)";"1000"
"MU";"3546009";"Santa Branca (SP)";"700"
"MU";"3546108";"Santa Clara d'Oeste (SP)";"1205"
"MU";"3546207";"Santa Cruz da Conceição (SP)";"220"
"MU";"3546256";"Santa Cruz da Esperança (SP)";"131"
"MU";"3546306";"Santa Cruz das Palmeiras (SP)";"250"
"MU";"3546405";"Santa Cruz do Rio Pardo (SP)";"4011"
"MU";"3546504";"Santa Ernestina (SP)";"58"
"MU";"3546603";"Santa Fé do Sul (SP)";"1498"
"MU";"3546702";"Santa Gertrudes (SP)";"48"
"MU";"3546801";"Santa Isabel (SP)";"690"
"MU";"3546900";"Santa Lúcia (SP)";"284"
"MU";"3547007";"Santa Maria da Serra (SP)";"2235"
"MU";"3547106";"Santa Mercedes (SP)";"790"
"MU";"3547205";"Santana da Ponte Pensa (SP)";"965"
"MU";"3547304";"Santana de Parnaíba (SP)";"..."
"MU";"3547403";"Santa Rita d'Oeste (SP)";"1236"
"MU";"3547502";"Santa Rita do Passa Quatro (SP)";"1700"
"MU";"3547601";"Santa Rosa de Viterbo (SP)";"3798"
"MU";"3547650";"Santa Salete (SP)";"3832"
"MU";"3547700";"Santo Anastácio (SP)";"9910"
"MU";"3547809";"Santo André (SP)";"..."
"MU";"3547908";"Santo Antônio da Alegria (SP)";"5200"
"MU";"3548005";"Santo Antônio de Posse (SP)";"298"
"MU";"3548054";"Santo Antônio do Aracanguá (SP)";"3806"
"MU";"3548104";"Santo Antônio do Jardim (SP)";"1707"
"MU";"3548203";"Santo Antônio do Pinhal (SP)";"390"
"MU";"3548302";"Santo Expedito (SP)";"1640"
"MU";"3548401";"Santópolis do Aguapeí (SP)";"210"
"MU";"3548500";"Santos (SP)";"..."
"MU";"3548609";"São Bento do Sapucaí (SP)";"1614"
"MU";"3548708";"São Bernardo do Campo (SP)";"..."
"MU";"3548906";"São Carlos (SP)";"7100"
"MU";"3549003";"São Francisco (SP)";"2405"
"MU";"3549102";"São João da Boa Vista (SP)";"14561"
"MU";"3549201";"São João das Duas Pontes (SP)";"3000"
"MU";"3549250";"São João de Iracema (SP)";"2130"
"MU";"3549300";"São João do Pau d'Alho (SP)";"2450"
"MU";"3549409";"São Joaquim da Barra (SP)";"643"
"MU";"3549508";"São José da Bela Vista (SP)";"3194"
"MU";"3549607";"São José do Barreiro (SP)";"6800"
"MU";"3549706";"São José do Rio Pardo (SP)";"5050"
"MU";"3549805";"São José do Rio Preto (SP)";"3580"
"MU";"3549904";"São José dos Campos (SP)";"13460"
"MU";"3549953";"São Lourenço da Serra (SP)";"..."
"MU";"3550001";"São Luiz do Paraitinga (SP)";"3880"
"MU";"3550100";"São Manuel (SP)";"186"
"MU";"3550209";"São Miguel Arcanjo (SP)";"4950"
"MU";"3550308";"São Paulo (SP)";"..."
"MU";"3550407";"São Pedro (SP)";"6890"
"MU";"3550506";"São Pedro do Turvo (SP)";"5762"
"MU";"3550605";"São Roque (SP)";"592"
"MU";"3550704";"São Sebastião (SP)";"..."
"MU";"3550803";"São Sebastião da Grama (SP)";"3500"
"MU";"3550902";"São Simão (SP)";"734"
"MU";"3551009";"São Vicente (SP)";"..."
"MU";"3551108";"Sarapuí (SP)";"4400"
"MU";"3551207";"Sarutaiá (SP)";"445"
"MU";"3551306";"Sebastianópolis do Sul (SP)";"910"
"MU";"3551405";"Serra Azul (SP)";"702"
"MU";"3551504";"Serrana (SP)";"57"
"MU";"3551603";"Serra Negra (SP)";"1350"
"MU";"3551702";"Sertãozinho (SP)";"1108"
"MU";"3551801";"Sete Barras (SP)";"3250"
"MU";"3551900";"Severínia (SP)";"640"
"MU";"3552007";"Silveiras (SP)";"7050"
"MU";"3552106";"Socorro (SP)";"5100"
"MU";"3552205";"Sorocaba (SP)";"4381"
"MU";"3552304";"Sud Mennucci (SP)";"1538"
"MU";"3552403";"Sumaré (SP)";"300"
"MU";"3552502";"Suzano (SP)";"479"
"MU";"3552551";"Suzanápolis (SP)";"3300"
"MU";"3552601";"Tabapuã (SP)";"1921"
"MU";"3552700";"Tabatinga (SP)";"785"
"MU";"3552809";"Taboão da Serra (SP)";"..."
"MU";"3552908";"Taciba (SP)";"3420"
"MU";"3553005";"Taguaí (SP)";"1895"
"MU";"3553104";"Taiaçu (SP)";"680"
"MU";"3553203";"Taiúva (SP)";"270"
"MU";"3553302";"Tambaú (SP)";"2500"
"MU";"3553401";"Tanabi (SP)";"10580"
"MU";"3553500";"Tapiraí (SP)";"308"
"MU";"3553609";"Tapiratiba (SP)";"7330"
"MU";"3553658";"Taquaral (SP)";"30"
"MU";"3553708";"Taquaritinga (SP)";"328"
"MU";"3553807";"Taquarituba (SP)";"3341"
"MU";"3553856";"Taquarivaí (SP)";"850"
"MU";"3553906";"Tarabai (SP)";"6900"
"MU";"3553955";"Tarumã (SP)";"95"
"MU";"3554003";"Tatuí (SP)";"6504"
"MU";"3554102";"Taubaté (SP)";"16125"
"MU";"3554201";"Tejupá (SP)";"625"
"MU";"3554300";"Teodoro Sampaio (SP)";"5005"
"MU";"3554409";"Terra Roxa (SP)";"220"
"MU";"3554508";"Tietê (SP)";"1250"
"MU";"3554607";"Timburi (SP)";"632"
"MU";"3554656";"Torre de Pedra (SP)";"1109"
"MU";"3554706";"Torrinha (SP)";"4300"
"MU";"3554755";"Trabiju (SP)";"785"
"MU";"3554805";"Tremembé (SP)";"1420"
"MU";"3554904";"Três Fronteiras (SP)";"1393"
"MU";"3554953";"Tuiuti (SP)";"2050"
"MU";"3555000";"Tupã (SP)";"1500"
"MU";"3555109";"Tupi Paulista (SP)";"3050"
"MU";"3555208";"Turiúba (SP)";"1700"
"MU";"3555307";"Turmalina (SP)";"3705"
"MU";"3555356";"Ubarana (SP)";"745"
"MU";"3555406";"Ubatuba (SP)";"..."
"MU";"3555505";"Ubirajara (SP)";"1349"
"MU";"3555604";"Uchoa (SP)";"910"
"MU";"3555703";"União Paulista (SP)";"830"
"MU";"3555802";"Urânia (SP)";"6198"
"MU";"3555901";"Uru (SP)";"159"
"MU";"3556008";"Urupês (SP)";"815"
"MU";"3556107";"Valentim Gentil (SP)";"6000"
"MU";"3556206";"Valinhos (SP)";"52"
"MU";"3556305";"Valparaíso (SP)";"308"
"MU";"3556354";"Vargem (SP)";"1510"
"MU";"3556404";"Vargem Grande do Sul (SP)";"5220"
"MU";"3556453";"Vargem Grande Paulista (SP)";"..."
"MU";"3556503";"Várzea Paulista (SP)";"18"
"MU";"3556602";"Vera Cruz (SP)";"1000"
"MU";"3556701";"Vinhedo (SP)";"130"
"MU";"3556800";"Viradouro (SP)";"400"
"MU";"3556909";"Vista Alegre do Alto (SP)";"70"
"MU";"3556958";"Vitória Brasil (SP)";"1282"
"MU";"3557006";"Votorantim (SP)";"896"
"MU";"3557105";"Votuporanga (SP)";"5000"
"MU";"3557154";"Zacarias (SP)";"1920"
"MU";"3557204";"Chavantes (SP)";"439"
"MU";"3557303";"Estiva Gerbi (SP)";"155"
"MU";"4100103";"Abatiá (PR)";"718"
"MU";"4100202";"Adrianópolis (PR)";"5500"
"MU";"4100301";"Agudos do Sul (PR)";"450"
"MU";"4100400";"Almirante Tamandaré (PR)";"593"
"MU";"4100459";"Altamira do Paraná (PR)";"3600"
"MU";"4100509";"Altônia (PR)";"4007"
"MU";"4100608";"Alto Paraná (PR)";"4050"
"MU";"4100707";"Alto Piquiri (PR)";"4172"
"MU";"4100806";"Alvorada do Sul (PR)";"260"
"MU";"4100905";"Amaporã (PR)";"4030"
"MU";"4101002";"Ampére (PR)";"9876"
"MU";"4101051";"Anahy (PR)";"1225"
"MU";"4101101";"Andirá (PR)";"295"
"MU";"4101150";"Ângulo (PR)";"1460"
"MU";"4101200";"Antonina (PR)";"173"
"MU";"4101309";"Antônio Olinto (PR)";"720"
"MU";"4101408";"Apucarana (PR)";"1468"
"MU";"4101507";"Arapongas (PR)";"510"
"MU";"4101606";"Arapoti (PR)";"12367"
"MU";"4101655";"Arapuã (PR)";"2084"
"MU";"4101705";"Araruna (PR)";"2470"
"MU";"4101804";"Araucária (PR)";"815"
"MU";"4101853";"Ariranha do Ivaí (PR)";"2702"
"MU";"4101903";"Assaí (PR)";"500"
"MU";"4102000";"Assis Chateaubriand (PR)";"3339"
"MU";"4102109";"Astorga (PR)";"2860"
"MU";"4102208";"Atalaia (PR)";"960"
"MU";"4102307";"Balsa Nova (PR)";"1998"
"MU";"4102406";"Bandeirantes (PR)";"1500"
"MU";"4102505";"Barbosa Ferraz (PR)";"4500"
"MU";"4102604";"Barracão (PR)";"6545"
"MU";"4102703";"Barra do Jacaré (PR)";"300"
"MU";"4102752";"Bela Vista da Caroba (PR)";"4189"
"MU";"4102802";"Bela Vista do Paraíso (PR)";"380"
"MU";"4102901";"Bituruna (PR)";"6282"
"MU";"4103008";"Boa Esperança (PR)";"1000"
"MU";"4103024";"Boa Esperança do Iguaçu (PR)";"5023"
"MU";"4103040";"Boa Ventura de São Roque (PR)";"7000"
"MU";"4103057";"Boa Vista da Aparecida (PR)";"5988"
"MU";"4103107";"Bocaiúva do Sul (PR)";"3800"
"MU";"4103156";"Bom Jesus do Sul (PR)";"6238"
"MU";"4103206";"Bom Sucesso (PR)";"240"
"MU";"4103222";"Bom Sucesso do Sul (PR)";"2150"
"MU";"4103305";"Borrazópolis (PR)";"800"
"MU";"4103354";"Braganey (PR)";"4771"
"MU";"4103370";"Brasilândia do Sul (PR)";"1943"
"MU";"4103404";"Cafeara (PR)";"1550"
"MU";"4103453";"Cafelândia (PR)";"1570"
"MU";"4103479";"Cafezal do Sul (PR)";"2481"
"MU";"4103503";"Califórnia (PR)";"970"
"MU";"4103602";"Cambará (PR)";"175"
"MU";"4103701";"Cambé (PR)";"1036"
"MU";"4103800";"Cambira (PR)";"960"
"MU";"4103909";"Campina da Lagoa (PR)";"14000"
"MU";"4103958";"Campina do Simão (PR)";"3102"
"MU";"4104006";"Campina Grande do Sul (PR)";"630"
"MU";"4104055";"Campo Bonito (PR)";"3981"
"MU";"4104105";"Campo do Tenente (PR)";"200"
"MU";"4104204";"Campo Largo (PR)";"3325"
"MU";"4104253";"Campo Magro (PR)";"950"
"MU";"4104303";"Campo Mourão (PR)";"3100"
"MU";"4104402";"Cândido de Abreu (PR)";"9000"
"MU";"4104428";"Candói (PR)";"6120"
"MU";"4104451";"Cantagalo (PR)";"7585"
"MU";"4104501";"Capanema (PR)";"13809"
"MU";"4104600";"Capitão Leônidas Marques (PR)";"8132"
"MU";"4104659";"Carambeí (PR)";"22060"
"MU";"4104709";"Carlópolis (PR)";"6000"
"MU";"4104808";"Cascavel (PR)";"22064"
"MU";"4104907";"Castro (PR)";"32400"
"MU";"4105003";"Catanduvas (PR)";"14645"
"MU";"4105102";"Centenário do Sul (PR)";"2000"
"MU";"4105201";"Cerro Azul (PR)";"4690"
