"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Município";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Município";"2013"
"Nível";"Cód.";"Município";"Bovino";"Bubalino";"Equino";"Suíno - total";"Suíno - matrizes de suínos";"Caprino";"Ovino";"Galináceos - total";"Galináceos - galinhas";"Codornas"
"MU";"5108600";"Vila Rica (MT)";"639484";"1182";"759";"4336";"905";"80";"642";"4200";"2478";"-"
"MU";"5108808";"Nova Guarita (MT)";"131705";"78";"1260";"911";"120";"37";"747";"14785";"13278";"-"
"MU";"5108857";"Nova Marilândia (MT)";"83057";"-";"770";"570";"95";"136";"1438";"761276";"2587";"-"
"MU";"5108907";"Nova Maringá (MT)";"65460";"9";"596";"621";"93";"65";"820";"45000";"6330";"-"
"MU";"5108956";"Nova Monte Verde (MT)";"398333";"67";"2050";"418";"41";"167";"724";"20631";"19573";"-"
"MU";"5200050";"Abadia de Goiás (GO)";"16300";"-";"108";"1400";"160";"100";"100";"7900";"6200";"-"
"MU";"5200100";"Abadiânia (GO)";"52556";"37";"1042";"15917";"4700";"20";"316";"241000";"194500";"-"
"MU";"5200134";"Acreúna (GO)";"82000";"250";"1600";"6000";"800";"270";"460";"15000";"3000";"-"
"MU";"5200159";"Adelândia (GO)";"15989";"26";"521";"2800";"191";"8";"38";"58000";"10750";"-"
"MU";"5200175";"Água Fria de Goiás (GO)";"51640";"29";"1980";"3489";"595";"185";"1179";"134869";"12589";"-"
"MU";"5200209";"Água Limpa (GO)";"61000";"120";"350";"1800";"310";"70";"-";"14000";"6800";"-"
"MU";"5200258";"Águas Lindas de Goiás (GO)";"6106";"36";"127";"123";"39";"-";"-";"50218";"50218";"-"
"MU";"5200308";"Alexânia (GO)";"50468";"105";"7500";"6452";"1935";"38";"192";"700000";"416000";"-"
"MU";"5200506";"Aloândia (GO)";"16100";"10";"440";"870";"170";"10";"110";"4200";"1500";"-"
"MU";"5200555";"Alto Horizonte (GO)";"43000";"-";"900";"1220";"120";"-";"-";"8000";"3300";"-"
"MU";"5200605";"Alto Paraíso de Goiás (GO)";"34673";"-";"750";"1329";"283";"206";"739";"113566";"5707";"-"
"MU";"5200803";"Alvorada do Norte (GO)";"42000";"-";"970";"850";"200";"130";"400";"13500";"4500";"-"
"MU";"5200829";"Amaralina (GO)";"95000";"-";"1200";"1500";"200";"130";"650";"15000";"6500";"-"
"MU";"5200852";"Americano do Brasil (GO)";"23270";"72";"788";"3170";"318";"41";"-";"16597";"7100";"87"
"MU";"5200902";"Amorinópolis (GO)";"51200";"420";"700";"3000";"240";"15";"180";"22000";"7800";"-"
"MU";"5201108";"Anápolis (GO)";"75567";"20";"5250";"9147";"2740";"10";"550";"190200";"82600";"6000"
"MU";"5201207";"Anhanguera (GO)";"5100";"-";"80";"120";"30";"-";"-";"850";"450";"-"
"MU";"5201306";"Anicuns (GO)";"120000";"317";"5000";"23000";"2400";"243";"738";"112000";"53100";"-"
"MU";"5201405";"Aparecida de Goiânia (GO)";"10800";"-";"310";"1280";"260";"-";"110";"78000";"38500";"450"
"MU";"5201454";"Aparecida do Rio Doce (GO)";"52200";"50";"800";"39000";"2900";"90";"1550";"861500";"2700";"-"
"MU";"5201504";"Aporé (GO)";"182000";"-";"2320";"2300";"500";"130";"3220";"14000";"5250";"-"
"MU";"5201603";"Araçu (GO)";"21993";"-";"634";"2650";"330";"214";"173";"14000";"8600";"-"
"MU";"5201702";"Aragarças (GO)";"25800";"50";"750";"900";"150";"120";"630";"10400";"3100";"110"
"MU";"5201801";"Aragoiânia (GO)";"24200";"-";"420";"780";"290";"80";"100";"23000";"13000";"-"
"MU";"5202155";"Araguapaz (GO)";"160700";"300";"2200";"3460";"740";"350";"850";"11000";"5140";"-"
"MU";"5202353";"Arenópolis (GO)";"90000";"250";"1335";"3000";"290";"150";"760";"12300";"4400";"-"
"MU";"5202502";"Aruanã (GO)";"250000";"200";"2540";"-";"-";"390";"1400";"8900";"3500";"-"
"MU";"5202601";"Aurilândia (GO)";"69500";"110";"900";"2700";"330";"70";"80";"24000";"7400";"-"
"MU";"5202809";"Avelinópolis (GO)";"30100";"79";"664";"3975";"548";"140";"244";"191400";"65500";"-"
"MU";"5203104";"Baliza (GO)";"73500";"50";"1280";"2350";"210";"80";"400";"21000";"8100";"-"
"MU";"5203203";"Barro Alto (GO)";"41000";"340";"500";"1500";"550";"20";"35";"10000";"4500";"-"
"MU";"5203302";"Bela Vista de Goiás (GO)";"145000";"200";"2450";"12000";"1500";"190";"300";"1090000";"880000";"-"
"MU";"5203401";"Bom Jardim de Goiás (GO)";"150600";"140";"1950";"3250";"380";"130";"1560";"22000";"7350";"-"
"MU";"5203500";"Bom Jesus de Goiás (GO)";"55100";"64";"730";"10600";"2420";"95";"110";"3200";"2100";"-"
"MU";"5203559";"Bonfinópolis (GO)";"8950";"205";"215";"1100";"180";"-";"100";"12000";"5000";"-"
"MU";"5203575";"Bonópolis (GO)";"127400";"15";"950";"2800";"660";"430";"104";"14645";"6565";"-"
"MU";"5203609";"Brazabrantes (GO)";"17015";"22";"650";"2440";"450";"173";"184";"164275";"18500";"-"
"MU";"5203807";"Britânia (GO)";"162000";"480";"1750";"350";"10";"220";"2400";"2500";"1000";"-"
"MU";"5203906";"Buriti Alegre (GO)";"87800";"48";"970";"1500";"160";"150";"20";"5100000";"12000";"-"
"MU";"5203939";"Buriti de Goiás (GO)";"26500";"32";"480";"1200";"250";"-";"-";"7500";"1800";"-"
"MU";"5203962";"Buritinópolis (GO)";"19500";"349";"380";"800";"200";"16";"170";"11500";"6000";"-"
"MU";"5204003";"Cabeceiras (GO)";"34085";"-";"1282";"1841";"180";"89";"236";"16878";"9236";"-"
"MU";"5204102";"Cachoeira Alta (GO)";"162000";"130";"1200";"40000";"7000";"20";"360";"18000";"4500";"-"
"MU";"5204201";"Cachoeira de Goiás (GO)";"29800";"15";"480";"750";"70";"20";"140";"3850";"1240";"-"
"MU";"5204250";"Cachoeira Dourada (GO)";"28500";"-";"730";"1900";"290";"30";"56";"6300";"1400";"-"
"MU";"5204300";"Caçu (GO)";"182000";"440";"2100";"1800";"300";"90";"1000";"20000";"7000";"-"
"MU";"5204409";"Caiapônia (GO)";"425500";"310";"6100";"7400";"1050";"300";"1450";"58000";"19000";"-"
"MU";"5204508";"Caldas Novas (GO)";"97000";"260";"1780";"11500";"2600";"135";"720";"55000";"21000";"-"
"MU";"5204557";"Caldazinha (GO)";"25000";"200";"680";"2500";"350";"15";"40";"30000";"14500";"-"
"MU";"5204607";"Campestre de Goiás (GO)";"28725";"107";"760";"3250";"430";"180";"-";"32150";"13250";"-"
"MU";"5204656";"Campinaçu (GO)";"73590";"52";"1550";"3740";"615";"50";"212";"10900";"9090";"-"
"MU";"5204706";"Campinorte (GO)";"38000";"20";"1200";"1430";"230";"180";"800";"17000";"8200";"-"
"MU";"5204805";"Campo Alegre de Goiás (GO)";"76000";"25";"1300";"4000";"1000";"90";"615";"17000";"2300";"-"
"MU";"5204854";"Campo Limpo de Goiás (GO)";"16056";"10";"2600";"2500";"750";"30";"200";"50100";"30000";"-"
"MU";"5204904";"Campos Belos (GO)";"62000";"-";"1150";"1700";"260";"100";"430";"14000";"6500";"-"
"MU";"5204953";"Campos Verdes (GO)";"38200";"70";"800";"630";"80";"130";"200";"7300";"3500";"-"
"MU";"5205000";"Carmo do Rio Verde (GO)";"38500";"200";"570";"4400";"980";"70";"200";"19200";"7600";"-"
"MU";"5205059";"Castelândia (GO)";"13000";"8";"500";"5500";"370";"14";"450";"9000";"1200";"-"
"MU";"5205109";"Catalão (GO)";"182000";"270";"4000";"6000";"3000";"150";"1600";"330000";"25000";"-"
"MU";"5205208";"Caturaí (GO)";"24870";"40";"980";"2915";"415";"55";"100";"51500";"31000";"-"
"MU";"5205307";"Cavalcante (GO)";"59609";"653";"2439";"3898";"716";"176";"65";"31572";"15093";"-"
"MU";"5205406";"Ceres (GO)";"23700";"3";"640";"2450";"460";"70";"310";"36000";"17600";"1600"
"MU";"5205455";"Cezarina (GO)";"52200";"120";"1080";"3200";"750";"40";"162";"30000";"12100";"110"
"MU";"5205471";"Chapadão do Céu (GO)";"19900";"-";"600";"1020";"250";"230";"3300";"6500";"2050";"-"
"MU";"5205497";"Cidade Ocidental (GO)";"20895";"147";"465";"3311";"602";"109";"736";"3600";"3600";"-"
"MU";"5205513";"Cocalzinho de Goiás (GO)";"87155";"13";"2455";"10200";"3060";"91";"204";"245188";"60000";"-"
"MU";"5205521";"Colinas do Sul (GO)";"32000";"150";"1100";"850";"140";"40";"250";"10600";"4300";"-"
"MU";"5205703";"Córrego do Ouro (GO)";"70000";"400";"980";"2000";"180";"-";"180";"20800";"9200";"-"
"MU";"5205802";"Corumbá de Goiás (GO)";"72935";"192";"1464";"4340";"1300";"12";"538";"56200";"25000";"-"
"MU";"5205901";"Corumbaíba (GO)";"165200";"80";"2400";"2200";"800";"45";"320";"7000";"3000";"-"
"MU";"5206206";"Cristalina (GO)";"148893";"37";"4300";"18080";"5200";"630";"3000";"61178";"22328";"-"
"MU";"5206305";"Cristianópolis (GO)";"16500";"-";"380";"3700";"430";"45";"430";"7500";"2800";"-"
"MU";"5206404";"Crixás (GO)";"228000";"2000";"4300";"5000";"500";"-";"1800";"40000";"18000";"-"
"MU";"5206503";"Cromínia (GO)";"39500";"220";"500";"3190";"630";"-";"20";"15800";"5200";"-"
"MU";"5206602";"Cumari (GO)";"66000";"50";"550";"300";"150";"20";"50";"2800";"1000";"-"
"MU";"5206701";"Damianópolis (GO)";"27200";"2";"680";"1150";"300";"32";"110";"13800";"5800";"-"
"MU";"5206800";"Damolândia (GO)";"15960";"-";"630";"1960";"210";"-";"90";"69600";"28000";"-"
"MU";"5206909";"Davinópolis (GO)";"36900";"8";"1209";"3487";"1494";"10";"90";"11400";"4800";"-"
"MU";"5207105";"Diorama (GO)";"69000";"180";"1100";"2900";"290";"30";"110";"11300";"3900";"-"
"MU";"5207253";"Doverlândia (GO)";"282000";"70";"3700";"6250";"990";"1320";"2300";"37000";"13500";"-"
"MU";"5207352";"Edealina (GO)";"62600";"60";"1180";"3500";"570";"15";"35";"30000";"11700";"-"
"MU";"5207402";"Edéia (GO)";"69500";"90";"1000";"4300";"850";"128";"160";"35000";"11800";"550"
"MU";"5207501";"Estrela do Norte (GO)";"23560";"42";"355";"1130";"220";"154";"214";"7900";"3730";"-"
"MU";"5207535";"Faina (GO)";"160000";"78";"2600";"6900";"1200";"50";"550";"25500";"10000";"-"
"MU";"5207600";"Fazenda Nova (GO)";"128500";"260";"2000";"6100";"700";"120";"760";"28000";"10000";"-"
"MU";"5207808";"Firminópolis (GO)";"54000";"90";"970";"11000";"430";"70";"110";"20000";"6900";"-"
"MU";"5207907";"Flores de Goiás (GO)";"167371";"450";"2747";"2466";"486";"451";"2426";"20741";"8120";"-"
"MU";"5208004";"Formosa (GO)";"251933";"88";"5832";"10449";"1577";"362";"3022";"450282";"359469";"365"
"MU";"5208103";"Formoso (GO)";"55440";"72";"892";"3384";"454";"92";"294";"20600";"8220";"-"
"MU";"5208152";"Gameleira de Goiás (GO)";"24000";"-";"810";"5000";"650";"-";"870";"45000";"32500";"-"
"MU";"5208301";"Divinópolis de Goiás (GO)";"57000";"-";"1130";"1400";"200";"42";"210";"16800";"7500";"-"
"MU";"5208400";"Goianápolis (GO)";"14152";"49";"210";"800";"240";"10";"60";"38500";"14000";"-"
"MU";"5208509";"Goiandira (GO)";"54000";"80";"1150";"1300";"345";"-";"65";"7700";"2500";"-"
"MU";"5208608";"Goianésia (GO)";"122300";"550";"2000";"6000";"600";"30";"300";"40000";"15000";"-"
"MU";"5208707";"Goiânia (GO)";"32000";"35";"800";"3900";"350";"110";"830";"60000";"26340";"16500"
"MU";"5208806";"Goianira (GO)";"24000";"-";"549";"4450";"430";"46";"372";"136000";"19600";"-"
"MU";"5208905";"Goiás (GO)";"278000";"750";"5600";"12800";"2800";"240";"1850";"1120000";"64000";"-"
"MU";"5209101";"Goiatuba (GO)";"110100";"23";"1900";"7200";"1600";"28";"150";"520000";"158000";"-"
"MU";"5209150";"Gouvelândia (GO)";"43000";"130";"650";"3600";"150";"40";"900";"8750";"2650";"-"
"MU";"5209200";"Guapó (GO)";"69100";"180";"1100";"5000";"800";"60";"520";"35000";"10000";"-"
"MU";"5209291";"Guaraíta (GO)";"22400";"45";"420";"1350";"260";"-";"30";"11200";"4850";"-"
"MU";"5209408";"Guarani de Goiás (GO)";"54000";"-";"1100";"1760";"210";"120";"500";"19500";"9200";"-"
"MU";"5209457";"Guarinos (GO)";"34400";"360";"820";"2000";"240";"30";"80";"14000";"6000";"-"
"MU";"5209606";"Heitoraí (GO)";"31115";"199";"545";"1900";"194";"56";"-";"26500";"4400";"-"
"MU";"5209705";"Hidrolândia (GO)";"80800";"10";"1550";"4000";"800";"220";"950";"408950";"326300";"1700"
"MU";"5209804";"Hidrolina (GO)";"47000";"250";"1100";"1150";"130";"80";"200";"14000";"6000";"-"
"MU";"5209903";"Iaciara (GO)";"134000";"-";"2000";"2730";"530";"80";"1400";"31000";"15000";"-"
"MU";"5209937";"Inaciolândia (GO)";"41000";"6";"719";"1400";"400";"5";"145";"3600";"2500";"-"
"MU";"5209952";"Indiara (GO)";"76300";"44";"1030";"7500";"950";"65";"55";"38000";"17800";"-"
"MU";"5210000";"Inhumas (GO)";"77200";"68";"2500";"9000";"1200";"210";"245";"2000000";"1755000";"40000"
"MU";"5210109";"Ipameri (GO)";"219000";"400";"3000";"28000";"8000";"120";"1400";"830000";"22000";"-"
"MU";"5210158";"Ipiranga de Goiás (GO)";"42300";"-";"600";"2200";"300";"35";"100";"14500";"6500";"-"
"MU";"5210208";"Iporá (GO)";"106000";"85";"1900";"6100";"560";"130";"640";"38500";"14700";"220"
"MU";"5210307";"Israelândia (GO)";"46300";"90";"750";"2100";"230";"70";"230";"10500";"4050";"-"
"MU";"5210406";"Itaberaí (GO)";"159015";"130";"4755";"17050";"2000";"260";"1750";"4700000";"65000";"-"
"MU";"5210562";"Itaguari (GO)";"21945";"34";"900";"4500";"383";"63";"-";"43030";"17000";"-"
"MU";"5210604";"Itaguaru (GO)";"29000";"318";"1200";"3200";"420";"-";"245";"34300";"15000";"-"
"MU";"5210802";"Itajá (GO)";"183000";"130";"1700";"1110";"260";"220";"3600";"9500";"3500";"-"
"MU";"5210901";"Itapaci (GO)";"88000";"72";"1450";"3200";"450";"100";"760";"18000";"8750";"380"
"MU";"5211008";"Itapirapuã (GO)";"240000";"460";"2600";"3600";"960";"230";"2000";"18500";"6000";"-"
"MU";"5211206";"Itapuranga (GO)";"134000";"490";"2650";"10800";"2100";"65";"750";"130680";"59500";"800"
"MU";"5211305";"Itarumã (GO)";"293000";"60";"4500";"2300";"350";"500";"3200";"10000";"4000";"-"
"MU";"5211404";"Itauçu (GO)";"52300";"88";"2250";"4400";"500";"76";"780";"28600";"18020";"-"
"MU";"5211503";"Itumbiara (GO)";"143800";"60";"1200";"3600";"1000";"50";"510";"15000";"7500";"-"
"MU";"5211602";"Ivolândia (GO)";"105000";"820";"1900";"3000";"320";"170";"550";"10100";"3200";"-"
"MU";"5211701";"Jandaia (GO)";"88100";"79";"800";"3900";"380";"100";"170";"32500";"15200";"180"
"MU";"5211800";"Jaraguá (GO)";"173300";"20";"780";"11000";"840";"40";"140";"64000";"26000";"-"
"MU";"5211909";"Jataí (GO)";"309700";"250";"5500";"53700";"2800";"1450";"5700";"3220500";"340000";"-"
"MU";"5212006";"Jaupaci (GO)";"43500";"30";"650";"2050";"320";"30";"450";"7500";"2600";"-"
"MU";"5212055";"Jesúpolis (GO)";"13800";"10";"540";"550";"70";"5";"100";"6000";"3000";"-"
"MU";"5212105";"Joviânia (GO)";"31750";"15";"348";"770";"140";"104";"46";"3500";"1600";"-"
"MU";"5212204";"Jussara (GO)";"340000";"750";"3700";"3300";"1552";"290";"3300";"5000";"1400";"-"
"MU";"5212253";"Lagoa Santa (GO)";"47100";"100";"450";"350";"150";"30";"550";"2200";"700";"-"
"MU";"5212303";"Leopoldo de Bulhões (GO)";"46000";"290";"1500";"15000";"2000";"180";"600";"1637000";"1335000";"437500"
"MU";"5212501";"Luziânia (GO)";"190000";"80";"7000";"3560";"890";"1800";"5260";"317300";"317300";"-"
"MU";"5212600";"Mairipotaba (GO)";"47500";"70";"550";"3000";"270";"20";"150";"21000";"9000";"-"
"MU";"5212709";"Mambaí (GO)";"8500";"-";"270";"850";"180";"35";"350";"15000";"6500";"-"
"MU";"5212808";"Mara Rosa (GO)";"155000";"60";"2700";"2540";"240";"200";"700";"28000";"12000";"-"
"MU";"5212907";"Marzagão (GO)";"23000";"-";"250";"1200";"180";"30";"60";"14000";"5650";"-"
"MU";"5212956";"Matrinchã (GO)";"105000";"100";"1550";"2700";"400";"50";"600";"7800";"2450";"-"
"MU";"5213004";"Maurilândia (GO)";"28500";"42";"380";"8000";"500";"75";"240";"218000";"1200";"-"
"MU";"5213053";"Mimoso de Goiás (GO)";"56254";"-";"1462";"2700";"900";"550";"3390";"9150";"9150";"-"
"MU";"5213087";"Minaçu (GO)";"104074";"62";"2570";"7550";"920";"224";"920";"47670";"20200";"-"
"MU";"5213103";"Mineiros (GO)";"340000";"40";"4700";"7500";"750";"310";"5300";"2010000";"54500";"-"
"MU";"5213400";"Moiporá (GO)";"53000";"130";"900";"1850";"160";"20";"95";"8000";"2900";"-"
"MU";"5213509";"Monte Alegre de Goiás (GO)";"129000";"314";"2350";"2500";"380";"270";"800";"29000";"13000";"-"
"MU";"5213707";"Montes Claros de Goiás (GO)";"250500";"480";"3300";"5850";"540";"210";"2440";"26000";"8300";"-"
"MU";"5213756";"Montividiu (GO)";"43000";"13";"1460";"48000";"4000";"130";"1100";"9500";"2100";"-"
"MU";"5213772";"Montividiu do Norte (GO)";"83084";"32";"1010";"4150";"402";"104";"214";"20910";"6320";"-"
"MU";"5213806";"Morrinhos (GO)";"302000";"440";"4500";"30000";"4000";"180";"1350";"900000";"93000";"1000"
"MU";"5213855";"Morro Agudo de Goiás (GO)";"35800";"3";"750";"1400";"220";"30";"55";"10300";"4900";"-"
"MU";"5213905";"Mossâmedes (GO)";"87500";"160";"1500";"3200";"620";"-";"300";"565000";"21000";"-"
"MU";"5214002";"Mozarlândia (GO)";"170000";"50";"2050";"2300";"355";"450";"1100";"14000";"6000";"-"
"MU";"5214051";"Mundo Novo (GO)";"196000";"280";"1780";"4440";"860";"50";"750";"35500";"15000";"-"
"MU";"5214101";"Mutunópolis (GO)";"79310";"52";"1140";"2810";"485";"112";"206";"21430";"7070";"-"
"MU";"5214408";"Nazário (GO)";"40000";"14";"841";"5700";"650";"54";"157";"10500";"10500";"-"
"MU";"5214507";"Nerópolis (GO)";"29259";"39";"600";"1500";"450";"10";"250";"172000";"60000";"-"
"MU";"5214606";"Niquelândia (GO)";"255000";"200";"5800";"7250";"480";"1000";"1900";"66000";"30000";"-"
"MU";"5214705";"Nova América (GO)";"25000";"65";"500";"1020";"260";"45";"240";"8200";"3700";"-"
"MU";"5214804";"Nova Aurora (GO)";"33500";"-";"730";"600";"200";"6";"42";"1800";"850";"-"
"MU";"5214838";"Nova Crixás (GO)";"700000";"700";"8400";"5100";"1200";"160";"2700";"32000";"15000";"-"
"MU";"5214861";"Nova Glória (GO)";"25250";"20";"400";"1900";"280";"115";"380";"14000";"5700";"-"
"MU";"5214879";"Nova Iguaçu de Goiás (GO)";"42000";"-";"950";"1140";"140";"-";"400";"11000";"5300";"-"
"MU";"5214903";"Nova Roma (GO)";"77000";"219";"1150";"1850";"350";"550";"1500";"17000";"8000";"-"
"MU";"5215009";"Nova Veneza (GO)";"22100";"67";"755";"4670";"735";"81";"188";"800980";"31000";"-"
"MU";"5215207";"Novo Brasil (GO)";"90000";"270";"1580";"3400";"320";"120";"980";"16300";"4800";"-"
"MU";"5215231";"Novo Gama (GO)";"3520";"-";"41";"143";"143";"205";"58";"12704";"12704";"-"
"MU";"5215256";"Novo Planalto (GO)";"92763";"126";"720";"1700";"325";"60";"170";"10524";"3320";"-"
"MU";"5215306";"Orizona (GO)";"184000";"78";"3500";"12500";"1500";"50";"1100";"1405000";"50000";"500"
"MU";"5215405";"Ouro Verde de Goiás (GO)";"35666";"20";"720";"2500";"750";"60";"87";"35800";"13500";"-"
"MU";"5215504";"Ouvidor (GO)";"30000";"2";"750";"1200";"340";"13";"111";"5700";"1700";"-"
"MU";"5215603";"Padre Bernardo (GO)";"135000";"78";"7800";"6120";"1020";"160";"728";"26490";"26490";"-"
"MU";"5215652";"Palestina de Goiás (GO)";"108500";"150";"1700";"2600";"480";"210";"620";"13500";"4200";"-"
"MU";"5215702";"Palmeiras de Goiás (GO)";"156500";"188";"3020";"9000";"1500";"30";"200";"55000";"24800";"180"
"MU";"5215801";"Palmelo (GO)";"3400";"-";"160";"1800";"250";"-";"-";"527000";"1300";"-"
"MU";"5215900";"Palminópolis (GO)";"51900";"10";"750";"4000";"400";"50";"80";"22000";"10000";"90"
"MU";"5216007";"Panamá (GO)";"26900";"10";"320";"1750";"350";"90";"100";"3600";"1500";"-"
"MU";"5216304";"Paranaiguara (GO)";"80000";"10";"1200";"2100";"350";"20";"540";"10000";"4200";"-"
"MU";"5216403";"Paraúna (GO)";"165000";"140";"1900";"15000";"2900";"340";"380";"72000";"31000";"-"
"MU";"5216452";"Perolândia (GO)";"28000";"-";"600";"1020";"300";"35";"210";"11000";"3500";"-"
"MU";"5216809";"Petrolina de Goiás (GO)";"78200";"80";"1000";"2000";"180";"25";"40";"48600";"15000";"-"
"MU";"5216908";"Pilar de Goiás (GO)";"83500";"260";"2000";"3900";"920";"200";"580";"20200";"8600";"-"
"MU";"5217104";"Piracanjuba (GO)";"235000";"140";"4500";"25000";"4000";"60";"2000";"335000";"70000";"-"
"MU";"5217203";"Piranhas (GO)";"206200";"1900";"2800";"6000";"560";"260";"1750";"26000";"9200";"-"
"MU";"5217302";"Pirenópolis (GO)";"146936";"14";"6000";"12900";"3870";"13";"216";"130800";"38100";"-"
"MU";"5217401";"Pires do Rio (GO)";"101500";"90";"1350";"6500";"700";"100";"350";"3010000";"11000";"500"
"MU";"5217609";"Planaltina (GO)";"50121";"76";"2636";"4062";"750";"321";"1408";"341880";"281767";"-"
"MU";"5217708";"Pontalina (GO)";"143000";"460";"1700";"16500";"2500";"70";"800";"90000";"27500";"-"
"MU";"5218003";"Porangatu (GO)";"353570";"234";"4200";"10870";"1586";"480";"1660";"69720";"35724";"-"
"MU";"5218052";"Porteirão (GO)";"26500";"-";"560";"340";"60";"10";"160";"4000";"900";"-"
"MU";"5218102";"Portelândia (GO)";"24500";"-";"470";"1900";"250";"100";"310";"99600";"5500";"-"
"MU";"5218300";"Posse (GO)";"103000";"-";"2160";"3600";"550";"260";"1250";"38000";"19000";"-"
"MU";"5218391";"Professor Jamil (GO)";"43500";"270";"450";"3100";"220";"20";"270";"15000";"6800";"-"
"MU";"5218508";"Quirinópolis (GO)";"275000";"300";"3900";"9500";"900";"1100";"500";"12000";"9400";"-"
"MU";"5218607";"Rialma (GO)";"18700";"-";"440";"1400";"280";"25";"275";"10100";"3580";"-"
"MU";"5218706";"Rianápolis (GO)";"15800";"20";"185";"600";"110";"40";"45";"4300";"1800";"-"
"MU";"5218789";"Rio Quente (GO)";"22500";"11";"400";"2350";"480";"30";"110";"25000";"7400";"-"
"MU";"5218805";"Rio Verde (GO)";"340000";"90";"7500";"780000";"60000";"380";"5500";"12000000";"1430000";"-"
"MU";"5218904";"Rubiataba (GO)";"84200";"30";"2000";"5400";"1100";"130";"500";"32500";"13800";"-"
"MU";"5219001";"Sanclerlândia (GO)";"70000";"30";"1300";"3100";"400";"-";"140";"110000";"7800";"-"
"MU";"5219100";"Santa Bárbara de Goiás (GO)";"22164";"466";"885";"2400";"430";"33";"393";"15000";"9000";"-"
"MU";"5219209";"Santa Cruz de Goiás (GO)";"75500";"100";"2050";"7500";"750";"100";"1500";"357900";"12500";"600"
"MU";"5219258";"Santa Fé de Goiás (GO)";"115000";"80";"1150";"1400";"340";"30";"780";"8650";"2450";"-"
"MU";"5219308";"Santa Helena de Goiás (GO)";"71000";"50";"1000";"22500";"2650";"130";"1000";"540000";"3100";"-"
"MU";"5219357";"Santa Isabel (GO)";"60600";"60";"1300";"3000";"650";"55";"450";"15000";"7200";"-"
"MU";"5219407";"Santa Rita do Araguaia (GO)";"63300";"200";"1020";"1660";"310";"340";"650";"13500";"3020";"-"
"MU";"5219456";"Santa Rita do Novo Destino (GO)";"47000";"10";"500";"1500";"350";"20";"100";"16500";"7500";"-"
"MU";"5219506";"Santa Rosa de Goiás (GO)";"24900";"65";"600";"650";"100";"8";"50";"15000";"5000";"-"
"MU";"5219605";"Santa Tereza de Goiás (GO)";"53130";"42";"454";"2530";"354";"106";"160";"10790";"3415";"-"
"MU";"5219704";"Santa Terezinha de Goiás (GO)";"96000";"150";"1700";"1950";"270";"90";"1200";"26000";"11000";"-"
