"";"co_mun";"nm_mun";"co_state";"nm_state";"area_plant";"area_harv";"prod_bean";"exp_bean";"exp_bean_d";"exp_oil";"exp_oil_d";"exp_cake";"exp_cake_d";"imp_bean";"imp_bean_d";"imp_oil";"imp_oil_d";"imp_cake";"imp_cake_d";"proc_fac";"proc_cap";"ref_fac";"ref_cap";"bot_cap";"population";"cattle";"cattle_milked";"buffalo";"horse";"pig";"pig_mother";"goat";"sheep";"chicken";"chicken_layer";"quail";"storage_cap"
"4230";4123006;"SALTO DO LONTRA";41;"PR";8900;8900;29410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14357;30512;10756;20;180;24989;2012;589;230;3639502;629172;809;1712
"4231";4123105;"SANTA AMÉLIA";41;"PR";5000;5000;15500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3769;2800;2260;0;275;110;5;110;70;20250;4150;0;3037
"4232";4123204;"SANTA CECÍLIA DO PAVÃO";41;"PR";6000;6000;19800;1040,33560740932;529216,236954813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3654;4435;220;0;80;1584;174;50;450;271000;4500;0;8200
"4233";4123303;"SANTA CRUZ DE MONTE CASTELO";41;"PR";4100;4100;8689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8222;48436;9800;10;1600;3100;400;70;1600;330161;2600;0;1620
"4234";4123402;"SANTA FÉ";41;"PR";6400;6400;21280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11158;27175;2350;0;750;2375;380;95;2120;1063500;2250;0;1188
"4235";4123501;"SANTA HELENA";41;"PR";26070;26070;71630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24895;35008;10760;0;330;35763;890;281;1685;1320988;720000;0;0
"4236";4123600;"SANTA INÊS";41;"PR";670;670;1909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1804;6319;995;0;188;332;42;90;1100;137400;800;0;0
"4237";4123709;"SANTA ISABEL DO IVAÍ";41;"PR";1400;1400;2800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8935;43662;5500;0;1400;2900;700;200;900;127000;16000;0;2362
"4238";4123808;"SANTA IZABEL DO OESTE";41;"PR";12450;12450;38025;9530,07274865619;5010152,68828388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13908;27338;11134;0;180;20654;1223;920;560;1821344;304000;480;2207
"4239";4123824;"SANTA LÚCIA";41;"PR";5250;5250;17235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3997;13648;3982;0;600;2962;428;350;1300;532969;48510;500;0
"4240";4123857;"SANTA MARIA DO OESTE";41;"PR";7750;7750;18600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11315;54095;3050;13;2545;16930;2624;641;2250;94350;18100;0;900
"4241";4123907;"SANTA MARIANA";41;"PR";27500;27500;93000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12562;3450;673;0;200;755;100;180;434;11500;2500;0;1080
"4242";4123956;"SANTA MÔNICA";41;"PR";1100;1100;2750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3780;21669;1860;0;410;1250;150;35;330;118158;2000;0;5490
"4243";4124004;"SANTANA DO ITARARÉ";41;"PR";6500;6500;24174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5315;17819;7136;520;807;2651;559;200;200;24425;3193;0;1430
"4244";4124020;"SANTA TEREZA DO OESTE";41;"PR";19480;19480;69409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10548;10240;3444;0;300;9751;584;500;2500;469963;41255;1300;1190
"4245";4124053;"SANTA TEREZINHA DE ITAIPU";41;"PR";16100;16100;59876;58601,368113167;32394124,8216785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22127;5898;2600;0;241;2400;210;1700;1880;22300;15800;35000;24060
"4246";4124103;"SANTO ANTÔNIO DA PLATINA";41;"PR";12000;12000;39600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44754;66240;19710;115;1880;6275;930;330;2710;438500;190300;0;11980
"4247";4124202;"SANTO ANTÔNIO DO CAIUÁ";41;"PR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2774;24467;1570;0;280;315;55;30;550;76450;1450;0;0
"4248";4124301;"SANTO ANTÔNIO DO PARAÍSO";41;"PR";8000;8000;27200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2387;3900;300;50;80;450;60;40;240;1500;200;0;4780
"4249";4124400;"SANTO ANTÔNIO DO SUDOESTE";41;"PR";11300;11300;35030;5122,79864458892;2714998,95619667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19748;24883;8006;156;130;10575;768;180;1100;1628385;713200;800;1310
"4250";4124509;"SANTO INÁCIO";41;"PR";1270;1270;3569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5455;19378;2800;0;400;2000;270;75;1000;225000;1710;0;0
"4251";4124608;"SÃO CARLOS DO IVAÍ";41;"PR";3500;3500;10196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6668;5235;298;0;235;445;75;0;350;4800;1200;0;0
"4252";4124707;"SÃO JERÔNIMO DA SERRA";41;"PR";19750;19750;69537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11588;43746;900;100;1700;1450;150;350;1600;17000;3000;0;3010
"4253";4124806;"SÃO JOÃO";41;"PR";19400;19400;62305;31501,3481535426;16795655,9758383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10777;26025;12120;25;430;4160;390;500;1800;1870000;24110;300;0
"4254";4124905;"SÃO JOÃO DO CAIUÁ";41;"PR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6051;34185;1400;0;430;210;30;20;450;5900;900;0;0
"4255";4125001;"SÃO JOÃO DO IVAÍ";41;"PR";19200;19200;66240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11461;15061;2670;0;569;2374;927;152;760;11344;1862;0;1012
"4256";4125100;"SÃO JOÃO DO TRIUNFO";41;"PR";5300;5300;16863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14462;4657;610;348;2915;18400;2650;300;350;23000;10500;0;1068
"4257";4125209;"SÃO JORGE D'OESTE";41;"PR";6600;6600;19800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9313;43010;9380;25;631;8280;670;270;1102;888350;47500;7888;1773
"4258";4125308;"SÃO JORGE DO IVAÍ";41;"PR";27070;27070;85271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5671;2794;454;0;50;700;72;154;450;2319162;2000;0;31200
"4259";4125357;"SÃO JORGE DO PATROCÍNIO";41;"PR";230;230;513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6088;26904;2809;0;573;2090;300;63;426;692000;5887;0;1328
"4260";4125407;"SÃO JOSÉ DA BOA VISTA";41;"PR";14400;14400;53554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6596;20717;4200;135;345;2729;441;189;601;292733;27000;0;1310
"4261";4125456;"SÃO JOSÉ DAS PALMEIRAS";41;"PR";1750;1750;6125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3880;25459;5100;0;370;10367;260;231;859;360031;10500;0;4230
"4262";4125506;"SÃO JOSÉ DOS PINHAIS";41;"PR";540;540;1401;0;0;784,012;795263;0;0;0;0;0;0;0;0;0;0;0;0;0;287792;10500;2600;20;5300;5700;900;490;7500;120000;22000;0;4640
"4263";4125555;"SÃO MANOEL DO PARANÁ";41;"PR";650;650;1950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2170;4116;424;0;200;500;80;12;25;365000;1200;0;0
"4264";4125605;"SÃO MATEUS DO SUL";41;"PR";27800;27800;88358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43750;15163;3000;6;2500;26000;1800;800;4000;144500;90000;0;650
"4265";4125704;"SÃO MIGUEL DO IGUAÇU";41;"PR";46681;46681;167572;20331,1344072366;10666787,9752892;0;0;4581,785;2700000;0;0;0;0;0;0;0;0;0;0;0;26920;27202;11000;19;450;109300;10500;500;3000;2706876;72000;2000;6020
"4266";4125753;"SÃO PEDRO DO IGUAÇU";41;"PR";12830;12830;44845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6495;19185;3220;0;452;23898;4296;303;802;200452;38718;0;3790
"4267";4125803;"SÃO PEDRO DO IVAÍ";41;"PR";7910;7910;24685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10664;10437;1253;4;205;1584;380;65;261;39744;1685;0;1395
"4268";4125902;"SÃO PEDRO DO PARANÁ";41;"PR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2506;33256;3680;0;600;1120;270;49;1610;180688;3700;0;0
"4269";4126009;"SÃO SEBASTIÃO DA AMOREIRA";41;"PR";13500;13500;48600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8917;3564;300;0;120;710;100;50;80;333087;2000;0;2560
"4270";4126108;"SÃO TOMÉ";41;"PR";1840;1840;5888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5595;6238;770;0;170;500;45;15;400;1200000;1850;0;0
"4271";4126207;"SAPOPEMA";41;"PR";2600;2600;8320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6912;60500;10000;242;1500;1670;350;200;1000;16300;4500;0;0
"4272";4126256;"SARANDI";41;"PR";6250;6250;20938;128,095187521192;62219,4134635485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88365;931;436;0;80;820;100;70;320;245383;111383;0;1360
"4273";4126272;"SAUDADE DO IGUAÇU";41;"PR";2550;2550;6825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5293;17160;6800;0;289;5140;350;100;650;622980;201600;0;0
"4274";4126306;"SENGÉS";41;"PR";13200;13200;39680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19154;26471;3540;545;2029;4000;1441;584;1155;28962;6876;0;1800
"4275";4126355;"SERRANÓPOLIS DO IGUAÇU";41;"PR";12400;12400;48727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4667;8982;4600;0;50;122000;8000;120;800;1733450;170350;1000;5780
"4276";4126405;"SERTANEJA";41;"PR";35000;35000;121485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5820;2985;200;0;60;220;40;80;750;61000;55000;0;1363
"4277";4126504;"SERTANÓPOLIS";41;"PR";29000;29000;87420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16255;11321;400;50;280;2200;150;85;1300;1050335;5000;0;10800
"4278";4126603;"SIQUEIRA CAMPOS";41;"PR";1140;1140;3674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19661;34930;13150;60;1210;11670;1240;65;2500;2300000;18050;0;495
"4279";4126652;"SULINA";41;"PR";3500;3500;10850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3366;19600;7840;0;215;14500;1800;140;775;1875000;14900;1960;2137
"4280";4126678;"TAMARANA";41;"PR";11800;11800;40120;1506,72515592171;766934,632811578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13298;18337;2700;6;202;2690;37;400;2400;287847;14500;0;7960
"4281";4126702;"TAMBOARA";41;"PR";390;390;967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4915;14439;1495;0;320;750;150;25;240;244500;900;0;608
"4282";4126801;"TAPEJARA";41;"PR";77;77;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15434;43990;5200;0;900;2300;300;0;2300;4e+05;85000;0;900
"4283";4126900;"TAPIRA";41;"PR";290;290;638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5906;54013;6500;128;1560;1184;154;50;580;4e+05;3350;0;0
"4284";4127007;"TEIXEIRA SOARES";41;"PR";28450;28436;86915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11140;14266;5890;0;885;16720;2090;690;3170;97100;6700;0;4180
"4285";4127106;"TELÊMACO BORBA";41;"PR";430;430;1419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74270;1650;240;0;30;450;70;150;200;7500;1400;0;882
"4286";4127205;"TERRA BOA";41;"PR";15000;15000;48000;3506,74314840945;1727138,25914295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16562;6892;1000;0;500;2000;400;85;1200;3200000;4500;400;1890
"4287";4127304;"TERRA RICA";41;"PR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16063;66652;8400;1;1700;3980;780;240;3100;255280;147880;0;2357
"4288";4127403;"TERRA ROXA";41;"PR";51300;51300;167098;2027,80682093921;1005190,50440799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17402;26398;4250;15;1000;14300;1000;550;1200;1280000;5500;100;0
"4289";4127502;"TIBAGI";41;"PR";101500;101500;373750;40,0919541925928;29360,9475256087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20184;40000;4200;320;1000;12000;3500;380;7500;34000;21000;0;15350
"4290";4127601;"TIJUCAS DO SUL";41;"PR";2600;2600;8300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15575;3600;575;90;1750;4610;522;365;1020;860000;19500;0;1125
"4291";4127700;"TOLEDO";41;"PR";64100;64100;229680;10028,9178679004;5218681,18021053;971,38;959025;15479,857;7788920;8000;3444000;0;0;0;0;1;1609,28571428571;0;0;0;128448;48924;20025;0;450;438990;33927;750;3100;3808751;511000;23500;0
"4292";4127809;"TOMAZINA";41;"PR";4000;4000;12892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8776;52856;10000;400;1500;11700;2200;1200;2300;651300;55000;0;0
"4293";4127858;"TRÊS BARRAS DO PARANÁ";41;"PR";14700;14700;56300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12196;55221;12116;0;590;60150;24060;800;1200;1432680;52000;800;2200
"4294";4127882;"TUNAS DO PARANÁ";41;"PR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7127;720;160;11;450;150;50;50;50;32000;16000;0;0
"4295";4127908;"TUNEIRAS DO OESTE";41;"PR";10200;10200;35700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8887;39917;13000;0;900;2000;380;95;1500;650000;5500;0;500
"4296";4127957;"TUPÃSSI";41;"PR";22050;22050;79275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8243;4278;1417;0;37;41302;1004;35;388;1922276;88365;110;18230
"4297";4127965;"TURVO";41;"PR";9100;9100;30030;0;0;0;0;177,515;90000;0;0;0;0;0;0;0;0;0;0;0;13937;45890;12300;62;3250;7560;1230;1350;5640;49560;17100;0;235
"4298";4128005;"UBIRATÃ";41;"PR";52600;52600;180346;9017,76754884492;4902399,81657205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21971;17171;2750;0;361;743;64;250;470;2659193;1000;0;1181
"4299";4128104;"UMUARAMA";41;"PR";900;900;2250;28797,816877761;15681911,6688999;0;0;3298,713;1853712;120;67920;0;0;0;0;0;0;0;0;0;106387;125351;11360;0;2120;5604;1197;240;2120;1519116;39998;0;20700
"4300";4128203;"UNIÃO DA VITÓRIA";41;"PR";3500;3500;11200;0;0;0;0;699,658;370001;0;0;0;0;0;0;0;0;0;0;0;55467;7600;2368;125;800;11000;1055;250;2000;270000;9000;1500;900
"4301";4128302;"UNIFLOR";41;"PR";1535;1535;5219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2570;7465;640;0;190;557;80;30;250;237000;900;0;0
"4302";4128401;"URAÍ";41;"PR";12550;12550;42160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11729;8400;500;0;120;290;40;70;50;4e+05;2000;0;740
"4303";4128500;"WENCESLAU BRAZ";41;"PR";11000;11000;38500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19838;26496;4458;56;1212;2622;769;400;4000;266570;6445;108;0
"4304";4128534;"VENTANIA";41;"PR";23250;23250;85845;919,156139077142;476271,233801139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10763;12584;1500;142;390;1800;400;380;1600;39000;25000;0;9440
"4305";4128559;"VERA CRUZ DO OESTE";41;"PR";19590;19590;73325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9081;25160;7300;0;700;20780;750;1000;2200;747200;37000;1000;1620
"4306";4128609;"VERÊ";41;"PR";11100;11100;30130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7911;21955;6200;0;355;6090;480;125;1100;1155600;78000;0;2925
"4307";4128625;"ALTO PARAÍSO";41;"PR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3159;97011;1384;68;1362;933;182;59;1834;6456;1674;0;0
"4308";4128633;"DOUTOR ULYSSES";41;"PR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5837;6351;2522;505;1682;9156;2047;127;771;78085;26559;0;0
"4309";4128658;"VIRMOND";41;"PR";6990;6990;19212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4075;13400;3050;0;370;12560;385;1400;350;20270;9750;0;2480
"4310";4128708;"VITORINO";41;"PR";18900;18900;64310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6775;12515;6086;0;210;6361;500;200;1950;179500;57768;950;1710
"4311";4128807;"XAMBRÊ";41;"PR";96;96;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6077;49310;3902;0;849;972;170;80;735;361256;6473;0;0
"4312";4200051;"ABDON BATISTA";42;"SC";2600;2600;7020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2656;13280;870;0;230;4800;510;28;220;12100;2000;0;0
"4313";4200101;"ABELARDO LUZ";42;"SC";35500;35500;127800;816;712800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17584;73812;15000;10;899;27424;6511;2596;5286;1336668;50280;20;2812
"4314";4200200;"AGROLÂNDIA";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9957;10550;3600;0;650;22000;2000;100;500;24000;6000;42000;0
"4315";4200309;"AGRONÔMICA";42;"SC";60;60;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5172;4820;2020;16;350;5400;450;30;80;130000;8000;120;0
"4316";4200408;"ÁGUA DOCE";42;"SC";16500;16500;46000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7110;60790;5750;0;1428;68400;11140;760;14900;985000;36100;0;7283
"4317";4200507;"ÁGUAS DE CHAPECÓ";42;"SC";850;850;2040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6313;15706;5183;0;85;11460;115;127;586;790093;23700;16;3144
"4318";4200556;"ÁGUAS FRIAS";42;"SC";300;300;576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2430;12773;3074;0;65;31323;5638;50;265;161203;3289;0;10175
"4319";4200606;"ÁGUAS MORNAS";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5926;6681;3634;0;19;335;14;2;5;2482163;1140;0;0
"4320";4200705;"ALFREDO WAGNER";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9737;26969;8726;1;626;2223;152;98;1135;219964;6855;28;397
"4321";4200754;"ALTO BELA VISTA";42;"SC";100;100;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2007;8080;3710;7;65;21380;1416;66;166;244624;2765;112;0
"4322";4200804;"ANCHIETA";42;"SC";850;850;2805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6145;33248;18000;0;202;7600;1700;331;1309;16000;6000;0;0
"4323";4200903;"ANGELINA";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5166;14422;5423;76;71;1654;0;14;116;209993;65;0;0
"4324";4201000;"ANITA GARIBALDI";42;"SC";800;800;1920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8230;29397;960;11;793;1249;190;136;1121;1730;440;0;1340
"4325";4201109;"ANITÁPOLIS";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3259;8608;2126;16;44;252;5;18;340;260830;3180;0;0
"4326";4201208;"ANTÔNIO CARLOS";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7906;6192;1247;16;121;318;0;25;43;220756;253;0;0
"4327";4201257;"APIÚNA";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10099;5251;1220;126;464;5374;190;48;655;233157;14000;173;0
"4328";4201273;"ARABUTÃ";42;"SC";6;6;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4270;12039;6955;13;82;99356;4816;100;762;2273634;60784;140;0
"4329";4201307;"ARAQUARI";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29593;8726;2715;0;298;1454;235;240;766;350000;313555;20;0
"4330";4201406;"ARARANGUÁ";42;"SC";0;0;0;0;0;1166,344;1e+06;0;0;0;0;0;0;0;0;0;0;0;0;0;64405;15087;1600;0;454;1436;268;205;698;3116233;460000;0;1369
"4331";4201505;"ARMAZÉM";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8159;15817;3954;41;122;164966;18340;31;57;58720;5250;0;542
"4332";4201604;"ARROIO TRINTA";42;"SC";20;20;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3562;5157;1350;5;64;75197;4381;67;107;132000;1441;0;0
"4333";4201653;"ARVOREDO";42;"SC";100;100;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2281;8500;4412;19;44;76550;3897;23;76;1156660;5104;100;810
"4334";4201703;"ASCURRA";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7683;1289;360;0;46;243;14;34;78;68000;23933;116;2196
"4335";4201802;"ATALANTA";42;"SC";200;200;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3310;5060;2350;0;230;5690;200;50;450;50000;5000;53000;0
"4336";4201901;"AURORA";42;"SC";110;110;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5661;8600;3700;0;350;6750;600;50;150;35000;10000;300;0
"4337";4201950;"BALNEÁRIO ARROIO DO SILVA";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10876;898;16;0;98;28;11;3;173;13600;244;0;0
"4338";4202008;"BALNEÁRIO CAMBORIÚ";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120926;425;60;0;0;63;8;0;0;27825;4850;0;0
"4339";4202057;"BALNEÁRIO BARRA DO SUL";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9330;556;470;0;36;55;0;66;8;5000;871;0;0
"4340";4202073;"BALNEÁRIO GAIVOTA";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9259;5527;573;0;395;253;57;8;500;427438;45230;0;0
"4341";4202081;"BANDEIRANTE";42;"SC";50;50;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2865;18745;5500;0;80;4200;150;50;1500;98500;8500;0;0
"4342";4202099;"BARRA BONITA";42;"SC";200;200;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1842;12647;5000;0;32;6125;1125;20;163;76000;6000;0;0
"4343";4202107;"BARRA VELHA";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24943;3895;2335;0;345;110;10;43;164;1200000;8778;0;0
"4344";4202131;"BELA VISTA DO TOLDO";42;"SC";5000;5000;16800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6191;11251;1000;118;429;9209;550;220;881;86590;6000;0;262
"4345";4202156;"BELMONTE";42;"SC";900;900;2520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2692;11081;3150;0;90;4850;150;130;280;340000;2000;0;0
"4346";4202206;"BENEDITO NOVO";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10906;6801;780;24;1011;1887;392;63;849;12000;11782;90;2171
"4347";4202305;"BIGUAÇU";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62383;16432;3340;153;570;604;40;127;348;650000;396391;10;2223
"4348";4202404;"BLUMENAU";42;"SC";0;0;0;0;0;0;0;478,39;249919;0;0;0;0;0;0;0;0;0;0;0;329082;7111;2360;8;465;3363;500;120;368;7e+05;565964;247;0
"4349";4202438;"BOCAINA DO SUL";42;"SC";500;500;1350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3393;14406;1160;35;639;392;85;30;713;3320;586;0;0
"4350";4202453;"BOMBINHAS";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16311;420;100;0;20;15;5;20;38;280;150;0;0
"4351";4202503;"BOM JARDIM DA SERRA";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4566;34472;1086;40;1780;565;100;45;3100;3100;900;0;0
"4352";4202537;"BOM JESUS";42;"SC";2400;2400;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2721;3866;1480;95;125;4954;198;167;380;307411;55529;0;0
"4353";4202578;"BOM JESUS DO OESTE";42;"SC";1500;1500;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2160;5973;2265;0;59;7642;51;119;253;310952;5563;0;0
"4354";4202602;"BOM RETIRO";42;"SC";6000;6000;19800;0;0;0;0;0;0;0;0;0,57;1286;0;0;0;0;0;0;0;9397;26109;1740;2;1280;1980;360;160;5500;236500;232850;0;3650
"4355";4202701;"BOTUVERÁ";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4785;2100;450;0;220;1130;45;100;240;12800;2400;1100;0
"4356";4202800;"BRAÇO DO NORTE";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30868;39351;12960;0;401;202583;43856;84;1537;218000;98950;0;1856
"4357";4202859;"BRAÇO DO TROMBUDO";42;"SC";5;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3599;7630;2000;53;300;4100;100;50;300;10000;6088;0;0
"4358";4202875;"BRUNÓPOLIS";42;"SC";4500;4500;9720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2741;12447;1755;5;314;4341;250;185;1503;4854;1283;0;5528
"4359";4202909;"BRUSQUE";42;"SC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116634;4300;200;20;400;675;75;110;200;25000;20000;250;6399
"4360";4203006;"CAÇADOR";42;"SC";900;900;2430;3304,14720504536;1667203,57440714;8000;8336960;0;0;0;0;0;0;0;0;0;0;0;0;0;74276;14874;1800;17;1010;12286;0;691;3566;485512;485512;102;5008
"4361";4203105;"CAIBI";42;"SC";1300;1300;1560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6274;20428;8579;0;47;40573;1860;98;392;474024;3793;0;1158
