"";"co_mun";"nm_mun";"co_state";"nm_state";"area_plant";"area_harv";"prod_bean";"exp_bean";"exp_bean_d";"exp_oil";"exp_oil_d";"exp_cake";"exp_cake_d";"imp_bean";"imp_bean_d";"imp_oil";"imp_oil_d";"imp_cake";"imp_cake_d";"proc_fac";"proc_cap";"ref_fac";"ref_cap";"bot_cap";"population";"cattle";"cattle_milked";"buffalo";"horse";"pig";"pig_mother";"goat";"sheep";"chicken";"chicken_layer";"quail";"storage_cap"
"397";1715150;"NOVO ALEGRE";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2349;17846;900;8;373;504;85;12;166;4126;1500;0;0
"398";1715259;"NOVO JARDIM";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2600;11964;1050;11;621;477;60;25;740;3499;1800;0;0
"399";1715507;"OLIVEIRA DE FÁTIMA";17;"TO";1160;1160;3132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1085;10085;814;0;311;501;90;3;193;63198;1935;0;0
"400";1715705;"PALMEIRANTE";17;"TO";8000;8000;17550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5432;48000;4000;235;1700;2300;340;75;1500;18000;7600;0;3000
"401";1715754;"PALMEIRÓPOLIS";17;"TO";2310;2310;6653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7600;68428;3421;38;871;4517;813;506;946;23236;11385;0;1977
"402";1716109;"PARAÍSO DO TOCANTINS";17;"TO";900;900;2430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47724;91104;6355;45;1682;3885;424;509;2126;86582;32107;0;7256
"403";1716208;"PARANÃ";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10585;115064;5408;39;6587;2811;504;351;824;32860;16101;0;0
"404";1716307;"PAU D'ARCO";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4772;86000;3220;50;1700;1300;260;95;920;10200;3200;0;0
"405";1716505;"PEDRO AFONSO";17;"TO";18000;18000;45000;56664,4472218381;30304620,6421549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12490;21500;1470;11;1180;1705;287;510;1960;13400;5360;0;2220
"406";1716604;"PEIXE";17;"TO";8930;8930;25183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11075;189944;6325;49;4815;4806;912;200;2550;43812;21463;0;0
"407";1716653;"PEQUIZEIRO";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5305;85000;4800;140;1300;1600;365;52;600;14000;5400;0;0
"408";1716703;"COLMÉIA";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8642;83600;5800;220;2400;4700;1500;300;770;24000;12000;0;0
"409";1717008;"PINDORAMA DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4576;53931;3750;10;1329;1836;330;103;373;16301;7335;0;0
"410";1717206;"PIRAQUÊ";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3017;93296;2798;1;2371;1168;330;43;613;15955;6093;0;0
"411";1717503;"PIUM";17;"TO";1340;1340;4020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7168;176551;6638;17;2889;3203;639;388;1675;48153;21167;0;2700
"412";1717800;"PONTE ALTA DO BOM JESUS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4654;34484;2100;0;928;479;70;69;75;11766;5500;0;0
"413";1717909;"PONTE ALTA DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7628;55514;4467;3;2672;2681;482;742;2029;27545;12395;0;1350
"414";1718006;"PORTO ALEGRE DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2973;7851;550;0;145;216;40;122;143;3232;1600;0;0
"415";1718204;"PORTO NACIONAL";17;"TO";27000;27000;81000;81774,6479459083;42948577,8540156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51501;107328;6982;48;4853;8726;1570;551;4214;152966;39560;0;29680
"416";1718303;"PRAIA NORTE";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8085;16500;1058;0;218;415;105;107;128;4220;1690;0;0
"417";1718402;"PRESIDENTE KENNEDY";17;"TO";1200;1200;3600;82558,0868050542;42807914,7357241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3756;42000;2600;420;1000;1000;320;160;1220;6820;2100;0;3110
"418";1718451;"PUGMIL";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2529;20878;1432;0;502;926;164;62;287;7718;3183;0;0
"419";1718501;"RECURSOLÂNDIA";17;"TO";200;200;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4029;29295;2003;20;1030;1560;250;25;185;10745;4300;0;0
"420";1718550;"RIACHINHO";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4435;31588;1598;0;1189;1093;376;100;642;16388;0;0;0
"421";1718659;"RIO DA CONCEIÇÃO";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1895;1198;90;13;102;35;10;5;7;475;200;0;0
"422";1718709;"RIO DOS BOIS";17;"TO";4000;4000;11200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2715;11470;784;0;430;470;76;65;245;5320;2128;0;0
"423";1718758;"RIO SONO";17;"TO";700;700;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6459;46500;3180;15;2880;2600;416;705;980;28680;11472;0;0
"424";1718808;"SAMPAIO";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4241;8900;585;10;75;132;32;50;90;1300;460;0;0
"425";1718840;"SANDOLÂNDIA";17;"TO";100;100;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3411;162817;8140;615;2636;1790;322;371;1264;17150;8232;0;675
"426";1718865;"SANTA FÉ DO ARAGUAIA";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7054;114025;3430;88;3286;1373;284;0;1917;31241;12310;0;0
"427";1718881;"SANTA MARIA DO TOCANTINS";17;"TO";4000;4000;11200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3143;26290;1798;10;1325;1340;215;380;660;9790;3916;0;0
"428";1718899;"SANTA RITA DO TOCANTINS";17;"TO";600;600;1908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2255;87045;5582;0;2375;1475;265;114;1056;74009;16798;0;0
"429";1718907;"SANTA ROSA DO TOCANTINS";17;"TO";19500;19500;60420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4752;29657;2058;0;1255;1638;295;6;411;12328;5547;0;15580
"430";1719004;"SANTA TEREZA DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2695;19775;1467;0;755;936;168;452;550;7956;3580;0;0
"431";1720002;"SANTA TEREZINHA DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2543;10781;703;256;407;310;48;23;86;483630;0;0;0
"432";1720101;"SÃO BENTO DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4954;23263;1391;0;789;381;86;42;241;8033;0;0;0
"433";1720150;"SÃO FÉLIX DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1518;4016;378;0;402;169;30;0;3;4692;2111;0;0
"434";1720200;"SÃO MIGUEL DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11271;17920;1130;10;760;438;108;108;940;9570;3800;0;0
"435";1720259;"SÃO SALVADOR DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3030;21945;1514;0;316;1072;192;132;277;8285;3977;0;0
"436";1720309;"SÃO SEBASTIÃO DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4553;19500;1170;65;460;270;54;32;108;2240;870;0;0
"437";1720499;"SÃO VALÉRIO";17;"TO";5530;5530;14931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4322;44942;2247;0;2009;1664;263;124;943;18328;8980;0;6300
"438";1720655;"SILVANÓPOLIS";17;"TO";13000;13000;36300;45994,8750087633;24326004,9660506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5289;31229;2816;15;1273;1623;292;230;444;9887;4449;0;3206
"439";1720804;"SÍTIO NOVO DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9297;33000;2132;10;1290;245;48;30;850;6590;2614;0;0
"440";1720853;"SUCUPIRA";17;"TO";7108;7108;19192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1856;49756;1587;26;1188;1009;179;39;936;7241;3562;0;0
"441";1720903;"TAGUATINGA";17;"TO";1000;1000;3100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15931;116472;7050;0;3703;4086;740;320;1889;38024;16000;0;0
"442";1720937;"TAIPAS DO TOCANTINS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2056;20354;1400;31;706;376;40;87;285;3500;1200;0;0
"443";1720978;"TALISMÃ";17;"TO";3770;3770;10179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2695;97505;3608;20;2034;1786;303;141;1275;14931;7361;0;2250
"444";1721000;"PALMAS";17;"TO";8000;8000;26400;106932,853097319;59001867,9127031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257904;31555;1578;39;1246;4387;1490;729;2144;40402;21702;0;7740
"445";1721109;"TOCANTÍNIA";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7158;14240;974;20;780;1390;222;70;420;12040;4816;0;0
"446";1721208;"TOCANTINÓPOLIS";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23165;20083;1321;0;974;1041;102;112;603;685240;240;0;1296
"447";1721257;"TUPIRAMA";17;"TO";13000;13000;35568;37,0453687854715;18773,6810767821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1718;4300;294;0;185;535;85;25;125;3800;1520;0;0
"448";1721307;"TUPIRATINS";17;"TO";600;600;1740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2342;14000;1300;0;450;550;185;15;140;7800;2600;0;0
"449";1722081;"WANDERLÂNDIA";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11450;28139;1720;63;1732;1918;810;97;1179;70150;5940;0;0
"450";1722107;"XAMBIOÁ";17;"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11736;96112;2470;21;3020;1591;468;307;1696;16390;4730;0;0
"451";2100055;"AÇAILÂNDIA";21;"MA";2604;2604;7812;3492,5396863363;1992900,24926692;5113,259;5208600;32280,608;15151881;0;0;0;0;0;0;0;0;0;0;0;107790;416834;59399;839;5237;7846;1962;1946;4954;48661;17031;0;0
"452";2100105;"AFONSO CUNHA";21;"MA";1450;1450;3132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6197;1470;110;0;60;2160;220;820;60;5870;2070;0;0
"453";2100154;"ÁGUA DOCE DO MARANHÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12028;4000;290;0;710;11000;2100;1630;1810;30300;8400;0;0
"454";2100204;"ALCÂNTARA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21644;4400;0;95;45;7500;820;190;480;34200;4750;0;0
"455";2100303;"ALDEIAS ALTAS";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25177;4730;240;27;290;5520;1070;1760;540;18226;3810;0;0
"456";2100402;"ALTAMIRA DO MARANHÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11564;53164;967;0;855;1355;300;685;795;11800;3800;0;0
"457";2100436;"ALTO ALEGRE DO MARANHÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25748;23941;802;0;695;4460;712;1345;1365;43780;9250;0;0
"458";2100477;"ALTO ALEGRE DO PINDARÉ";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31253;40327;2216;274;609;2688;1466;694;478;13071;2116;0;0
"459";2100501;"ALTO PARNAÍBA";21;"MA";28925;28925;81568;5588,5;2789717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10904;41088;1312;0;484;1802;375;876;808;34064;11237;0;3564
"460";2100550;"AMAPÁ DO MARANHÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6669;7895;859;137;217;1291;295;133;125;9506;3192;0;0
"461";2100600;"AMARANTE DO MARANHÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39544;242712;22913;56;4712;4998;1285;1036;5571;77567;21868;0;0
"462";2100709;"ANAJATUBA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26339;42186;1668;826;2057;35105;3818;1505;487;66205;19333;0;0
"463";2100808;"ANAPURUS";21;"MA";8370;8370;22599;48317,1289935742;25972048,2264974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14815;2850;150;0;100;2900;1400;2850;200;9250;3660;0;1728
"464";2100832;"APICUM-AÇU";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17474;2266;18;8;40;1587;253;37;51;2770;2017;0;0
"465";2100873;"ARAGUANÃ";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14658;17817;834;0;546;613;198;184;407;5810;1015;0;0
"466";2100907;"ARAIOSES";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44317;22800;2800;300;2300;39564;11380;6200;8400;123166;28200;0;0
"467";2100956;"ARAME";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31867;100376;10037;41;872;619;175;403;561;30456;8589;0;183
"468";2101004;"ARARI";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28986;43870;1478;4169;1003;2115;273;766;566;32604;9716;0;0
"469";2101103;"AXIXÁ";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11706;1293;161;0;47;1329;71;68;105;17920;2969;0;0
"470";2101202;"BACABAL";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101851;119548;3512;25;1890;6300;1380;1180;2200;132500;26600;0;0
"471";2101251;"BACABEIRA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15982;7985;195;351;264;4220;718;489;349;52590;20380;0;0
"472";2101301;"BACURI";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17164;7260;39;52;72;3739;959;62;50;8600;2154;0;0
"473";2101350;"BACURITUBA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5440;6240;341;1020;551;11193;1319;1661;1246;12624;4262;0;0
"474";2101400;"BALSAS";21;"MA";137345;137345;386196;680355,675329783;361190877,36034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89126;61686;2573;14;1271;3377;1560;1715;2682;76271;23358;0;45128
"475";2101509;"BARÃO DE GRAJAÚ";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18074;12016;1068;0;132;1704;302;8054;3815;49632;20214;0;0
"476";2101608;"BARRA DO CORDA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85022;126389;12979;0;1659;14527;2648;2992;1974;127968;24726;0;3861
"477";2101707;"BARREIRINHAS";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58599;10185;810;10;875;14850;2640;5680;2990;79800;16550;0;0
"478";2101731;"BELÁGUA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7105;1350;180;0;132;1680;250;850;0;10350;2300;0;0
"479";2101772;"BELA VISTA DO MARANHÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10717;9466;2154;0;223;311;110;244;410;5818;1655;0;0
"480";2101806;"BENEDITO LEITE";21;"MA";250;250;765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5510;12097;1896;0;174;261;46;2639;1740;4568;1759;0;0
"481";2101905;"BEQUIMÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20821;13069;488;288;931;28125;4358;3144;776;59554;19850;0;0
"482";2101939;"BERNARDO DO MEARIM";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6176;27012;4065;0;682;2684;599;401;504;39601;7213;0;0
"483";2101970;"BOA VISTA DO GURUPI";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8626;7781;737;81;159;632;174;148;126;12113;4241;0;0
"484";2102002;"BOM JARDIM";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40134;155437;3883;641;1901;3788;1131;2085;1523;21070;6579;0;0
"485";2102036;"BOM JESUS DAS SELVAS";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31320;139163;12521;0;1939;3073;1858;941;1223;32916;8179;0;226
"486";2102077;"BOM LUGAR";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15604;46363;1854;20;1060;2980;415;315;600;55670;15200;0;0
"487";2102101;"BREJO";21;"MA";23840;23840;70089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34754;12350;680;0;310;8030;3900;11100;1300;20050;9500;0;2084
"488";2102150;"BREJO DE AREIA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4591;22100;1100;55;810;8410;980;1225;1010;37500;9885;0;0
"489";2102200;"BURITI";21;"MA";11027;11027;29111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27697;12130;700;0;280;11500;4700;11150;580;28600;11200;0;2903
"490";2102309;"BURITI BRAVO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23238;32389;745;0;316;1916;384;985;201;23190;6295;0;0
"491";2102325;"BURITICUPU";21;"MA";330;330;1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68626;113471;7269;181;1167;3894;1125;1383;1197;31737;11881;0;216
"492";2102358;"BURITIRANA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15008;56629;6229;5;1302;936;234;481;1916;19672;6885;0;0
"493";2102374;"CACHOEIRA GRANDE";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8698;1489;27;0;400;2970;296;220;140;16150;2990;0;0
"494";2102408;"CAJAPIÓ";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10822;5380;496;3221;670;1613;281;770;600;11769;2909;0;0
"495";2102507;"CAJARI";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18751;16269;796;4603;1470;8292;859;1716;323;39734;8220;0;0
"496";2102556;"CAMPESTRE DO MARANHÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13808;41557;4156;7;588;781;195;125;507;11940;4179;0;0
"497";2102606;"CÂNDIDO MENDES";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19426;5163;611;271;228;1667;522;986;642;5791;1737;0;0
"498";2102705;"CANTANHEDE";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21125;8654;1019;77;303;9332;1113;1072;423;22926;5201;0;0
"499";2102754;"CAPINZAL DO NORTE";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10729;35998;4411;0;691;5176;1826;1257;234;51587;9628;0;0
"500";2102804;"CAROLINA";21;"MA";29548;29548;79112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23939;84780;7201;31;2217;4847;1564;670;3033;32774;11349;0;10847
"501";2102903;"CARUTAPERA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22811;11275;1025;423;471;2094;626;429;293;8015;2538;0;0
"502";2103000;"CAXIAS";21;"MA";1800;1800;4320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159396;31560;1508;0;1200;14940;980;6710;2690;182120;45470;0;0
"503";2103109;"CEDRAL";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10414;1080;27;15;51;1365;555;96;36;9639;1635;0;0
"504";2103125;"CENTRAL DO MARANHÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8255;3714;64;48;170;1644;399;323;0;7549;3582;0;0
"505";2103158;"CENTRO DO GUILHERME";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12395;35037;3809;24;417;846;291;345;256;23145;4372;0;0
"506";2103174;"CENTRO NOVO DO MARANHÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20382;91065;10787;233;914;2099;627;373;975;25118;7562;0;0
"507";2103208;"CHAPADINHA";21;"MA";2393;2393;6604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76217;18800;640;0;520;14200;4700;13900;1220;42500;20600;0;2340
"508";2103257;"CIDELÂNDIA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14125;94908;11389;0;1707;2298;574;913;1973;21547;3878;0;0
"509";2103307;"CODÓ";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119641;81700;2130;0;1330;9290;1740;4300;1600;83061;23730;0;0
"510";2103406;"COELHO NETO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47821;6136;416;0;125;1710;180;1548;270;7280;2080;0;0
"511";2103505;"COLINAS";21;"MA";200;200;672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39915;42712;3844;0;1879;12744;2451;3881;1508;135575;36157;0;3917
"512";2103554;"CONCEIÇÃO DO LAGO-AÇU";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15313;18674;937;12;505;5700;1180;625;320;32333;9020;0;0
"513";2103604;"COROATÁ";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63154;41320;1620;0;1410;2790;530;1955;1260;76920;22470;0;0
"514";2103703;"CURURUPU";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31149;2187;32;24;136;1572;607;711;231;8107;2534;0;0
"515";2103752;"DAVINÓPOLIS";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12646;18990;2467;0;595;875;130;102;632;9650;3276;0;0
"516";2103802;"DOM PEDRO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22844;16764;1776;0;359;3123;1136;991;997;36390;12190;0;0
"517";2103901;"DUQUE BACELAR";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10942;4180;95;4;135;3740;380;1570;430;12170;4540;0;0
"518";2104008;"ESPERANTINÓPOLIS";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17460;15015;3022;0;623;5913;1246;1016;398;48510;9998;0;0
"519";2104057;"ESTREITO";21;"MA";300;300;756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38932;122731;12272;1;3150;3634;901;346;1832;147960;25384;0;0
"520";2104073;"FEIRA NOVA DO MARANHÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8263;41026;1919;0;969;2695;463;453;713;31151;11753;0;0
"521";2104081;"FERNANDO FALCÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9783;14640;1464;0;307;4815;849;321;324;35713;5501;0;0
"522";2104099;"FORMOSA DA SERRA NEGRA";21;"MA";1225;1225;3357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18087;92852;2739;0;2803;4122;798;973;1778;86149;26239;0;0
"523";2104107;"FORTALEZA DOS NOGUEIRAS";21;"MA";18896;18896;54137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12343;67956;5042;29;879;2645;531;414;2316;33945;15207;0;2250
"524";2104206;"FORTUNA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15212;36304;3449;0;557;6874;1535;1201;1352;68644;16195;0;0
"525";2104305;"GODOFREDO VIANA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11046;2833;385;15;175;947;283;389;145;6930;1099;0;0
"526";2104404;"GONÇALVES DIAS";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17572;18625;2167;0;401;4562;1670;862;379;61591;16355;0;0
"527";2104503;"GOVERNADOR ARCHER";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10466;21419;2276;662;438;2848;1079;1191;571;31477;7327;0;0
"528";2104552;"GOVERNADOR EDISON LOBÃO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17094;33858;3612;147;961;539;151;274;865;10933;3855;0;0
"529";2104602;"GOVERNADOR EUGÊNIO BARROS";21;"MA";250;250;825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16312;18679;2322;0;319;4280;1172;1229;907;45771;10959;0;0
"530";2104628;"GOVERNADOR LUIZ ROCHA";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7532;9426;1180;0;205;1617;388;672;315;17281;5529;0;0
"531";2104651;"GOVERNADOR NEWTON BELLO";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10113;42818;2904;129;584;953;241;358;199;8323;1641;0;0
"532";2104677;"GOVERNADOR NUNES FREIRE";21;"MA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25262;23066;2412;76;718;848;273;495;507;12391;3883;0;0
